10000	15412	p2p
10000	17514	p2p
10000	17534	p2p
10000	17673	p2p
10000	17698	p2p
10000	18150	p2p
10000	23780	p2p
10000	23967	p2p
10000	24249	p2p
10000	24253	p2p
10000	173	p2p
10000	2527	p2p
10000	2907	p2p
10000	4675	p2p
10000	4685	p2p
10000	4686	p2p
10000	4721	p2p
10000	7511	p2p
10000	7516	p2p
10000	7524	p2p
10000	7667	p2p
10000	9351	p2p
10000	9355	p2p
10000	9365	p2p
10000	9505	p2p
10000	9609	p2p
10000	9614	p2p
10000	9617	p2p
10000	9824	p2p
10000	49617	c2p
10000	2497	c2p
10000	2516	c2p
10000	2519	c2p
10000	4713	c2p
15412	12041	p2c
15412	12486	p2c
15412	12880	p2c
15412	13810	p2c
15412	15802	p2c
15412	17408	p2c
15412	17554	p2c
15412	17709	p2c
15412	18101	p2c
15412	19806	p2c
15412	19809	p2c
15412	20928	p2c
15412	21003	p2c
15412	23148	p2c
15412	23576	p2c
15412	23749	p2c
15412	24016	p2c
15412	24246	p2c
15412	24247	p2c
15412	24320	p2c
15412	24627	p2c
15412	24835	p2c
15412	24863	p2c
15412	25151	p2c
15412	29357	p2c
15412	29384	p2c
15412	29664	p2c
15412	29726	p2c
15412	31452	p2c
15412	33782	p2c
15412	33788	p2c
15412	34407	p2c
15412	35568	p2c
15412	35753	p2c
15412	35946	p2c
15412	36992	p2c
15412	38107	p2c
15412	38325	p2c
15412	38688	p2c
15412	39015	p2c
15412	39273	p2c
15412	41426	p2c
15412	42020	p2c
15412	42781	p2c
15412	45224	p2c
15412	45474	p2c
15412	45630	p2c
15412	47794	p2c
15412	2042	p2c
15412	3320	p2c
15412	3786	p2c
15412	4670	p2c
15412	4780	p2c
15412	5416	p2c
15412	6517	p2c
15412	6619	p2c
15412	8452	p2c
15412	8781	p2c
15412	8895	p2c
15412	9155	p2c
15412	9304	p2c
15412	9318	p2c
15412	9381	p2c
15412	9848	p2c
15412	9924	p2c
15412	9957	p2c
15412	10001	p2p
15412	10003	p2p
15412	10010	p2p
15412	10019	p2p
15412	10021	p2p
15412	10026	p2p
15412	10098	p2p
15412	10099	p2p
15412	10118	p2p
15412	10310	p2p
15412	10474	p2p
15412	10848	p2p
15412	1103	p2p
15412	11164	p2p
15412	11383	p2p
15412	11537	p2p
15412	11608	p2p
15412	12306	p2p
15412	1237	p2p
15412	12389	p2p
15412	12414	p2p
15412	1248	p2p
15412	12513	p2p
15412	1257	p2p
15412	12611	p2p
15412	1267	p2p
15412	12703	p2p
15412	12713	p2p
15412	1280	p2p
15412	12859	p2p
15412	12874	p2p
15412	12897	p2p
15412	1290	p2p
15412	12989	p2p
15412	13030	p2p
15412	13037	p2p
15412	13193	p2p
15412	13237	p2p
15412	13249	p2p
15412	13285	p2p
15412	13680	p2p
15412	13768	p2p
15412	14361	p2p
15412	14492	p2p
15412	15169	p2p
15412	15290	p2p
15412	15399	p2p
15412	15533	p2p
15412	15557	p2p
15412	15594	p2p
15412	15598	p2p
15412	15606	p2p
15412	15670	p2p
15412	15743	p2p
15412	15772	p2p
15412	15805	p2p
15412	15830	p2p
15412	15988	p2p
15412	16150	p2p
15412	16265	p2p
15412	16637	p2p
15412	17444	p2p
15412	17451	p2p
15412	17506	p2p
15412	17511	p2p
15412	17529	p2p
15412	17534	p2p
15412	17537	p2p
15412	17557	p2p
15412	17660	p2p
15412	17689	p2p
15412	17698	p2p
15412	17707	p2p
15412	17824	p2p
15412	17941	p2p
15412	17958	p2p
15412	18106	p2p
15412	18260	p2p
15412	18282	p2p
15412	19151	p2p
15412	19318	p2p
15412	20485	p2p
15412	20495	p2p
15412	20500	p2p
15412	20562	p2p
15412	20766	p2p
15412	20773	p2p
15412	20847	p2p
15412	20932	p2p
15412	20940	p2p
15412	20976	p2p
15412	21099	p2p
15412	21155	p2p
15412	21219	p2p
15412	21345	p2p
15412	21371	p2p
15412	21385	p2p
15412	21392	p2p
15412	21473	p2p
15412	22691	p2p
15412	22773	p2p
15412	22822	p2p
15412	23393	p2p
15412	23504	p2p
15412	23779	p2p
15412	23816	p2p
15412	24167	p2p
15412	24249	p2p
15412	24724	p2p
15412	24875	p2p
15412	24931	p2p
15412	24940	p2p
15412	24963	p2p
15412	25074	p2p
15412	25525	p2p
15412	25577	p2p
15412	25973	p2p
15412	26769	p2p
15412	28809	p2p
15412	28968	p2p
15412	29208	p2p
15412	29328	p2p
15412	29527	p2p
15412	29550	p2p
15412	29611	p2p
15412	29636	p2p
15412	29686	p2p
15412	30071	p2p
15412	30751	p2p
15412	30844	p2p
15412	31458	p2p
15412	31500	p2p
15412	31576	p2p
15412	33843	p2p
15412	33926	p2p
15412	34224	p2p
15412	34245	p2p
15412	34305	p2p
15412	34309	p2p
15412	34655	p2p
15412	35228	p2p
15412	36824	p2p
15412	36944	p2p
15412	38621	p2p
15412	38861	p2p
15412	39202	p2p
15412	39621	p2p
15412	39757	p2p
15412	39792	p2p
15412	39912	p2p
15412	40963	p2p
15412	41095	p2p
15412	42689	p2p
15412	42708	p2p
15412	42861	p2p
15412	50384	p2p
15412	1680	p2p
15412	174	p2p
15412	1784	p2p
15412	1785	p2p
15412	209	p2p
15412	2119	p2p
15412	2152	p2p
15412	2200	p2p
15412	2497	p2p
15412	2500	p2p
15412	2510	p2p
15412	2516	p2p
15412	2518	p2p
15412	2519	p2p
15412	2527	p2p
15412	2529	p2p
15412	2603	p2p
15412	2611	p2p
15412	2647	p2p
15412	2686	p2p
15412	2687	p2p
15412	2706	p2p
15412	2856	p2p
15412	286	p2p
15412	2905	p2p
15412	2907	p2p
15412	3209	p2p
15412	3216	p2p
15412	3248	p2p
15412	3255	p2p
15412	3257	p2p
15412	3300	p2p
15412	3303	p2p
15412	3327	p2p
15412	3549	p2p
15412	3661	p2p
15412	3741	p2p
15412	3856	p2p
15412	4058	p2p
15412	4181	p2p
15412	42	p2p
15412	4323	p2p
15412	4436	p2p
15412	4538	p2p
15412	4565	p2p
15412	4635	p2p
15412	4645	p2p
15412	4648	p2p
15412	4657	p2p
15412	4658	p2p
15412	4675	p2p
15412	4677	p2p
15412	4678	p2p
15412	4680	p2p
15412	4685	p2p
15412	4693	p2p
15412	4694	p2p
15412	4704	p2p
15412	4716	p2p
15412	4721	p2p
15412	4725	p2p
15412	4739	p2p
15412	4760	p2p
15412	4766	p2p
15412	4788	p2p
15412	4862	p2p
15412	5089	p2p
15412	5390	p2p
15412	5400	p2p
15412	5410	p2p
15412	5413	p2p
15412	5459	p2p
15412	5503	p2p
15412	553	p2p
15412	5539	p2p
15412	5580	p2p
15412	5588	p2p
15412	5650	p2p
15412	6079	p2p
15412	6083	p2p
15412	6130	p2p
15412	6175	p2p
15412	6320	p2p
15412	6327	p2p
15412	6407	p2p
15412	6453	p2p
15412	6461	p2p
15412	6539	p2p
15412	6661	p2p
15412	6663	p2p
15412	6667	p2p
15412	6677	p2p
15412	6695	p2p
15412	6730	p2p
15412	6774	p2p
15412	6805	p2p
15412	6830	p2p
15412	6854	p2p
15412	6895	p2p
15412	6908	p2p
15412	6939	p2p
15412	703	p2p
15412	7132	p2p
15412	7270	p2p
15412	7473	p2p
15412	7479	p2p
15412	7497	p2p
15412	7506	p2p
15412	7521	p2p
15412	7522	p2p
15412	7527	p2p
15412	7529	p2p
15412	7575	p2p
15412	7660	p2p
15412	7668	p2p
15412	7679	p2p
15412	786	p2p
15412	790	p2p
15412	8001	p2p
15412	8069	p2p
15412	8190	p2p
15412	8218	p2p
