# source:topology|BGP|20130801|ripe|rrc00
# source:topology|BGP|20130802|ripe|rrc00
# source:topology|BGP|20130803|ripe|rrc00
# source:topology|BGP|20130804|ripe|rrc00
# source:topology|BGP|20130805|ripe|rrc00
# source:topology|BGP|20130801|ripe|rrc01
# source:topology|BGP|20130802|ripe|rrc01
# source:topology|BGP|20130803|ripe|rrc01
# source:topology|BGP|20130804|ripe|rrc01
# source:topology|BGP|20130805|ripe|rrc01
# source:topology|BGP|20130801|ripe|rrc03
# source:topology|BGP|20130802|ripe|rrc03
# source:topology|BGP|20130803|ripe|rrc03
# source:topology|BGP|20130804|ripe|rrc03
# source:topology|BGP|20130805|ripe|rrc03
# source:topology|BGP|20130801|ripe|rrc04
# source:topology|BGP|20130802|ripe|rrc04
# source:topology|BGP|20130803|ripe|rrc04
# source:topology|BGP|20130804|ripe|rrc04
# source:topology|BGP|20130805|ripe|rrc04
# source:topology|BGP|20130801|ripe|rrc05
# source:topology|BGP|20130802|ripe|rrc05
# source:topology|BGP|20130803|ripe|rrc05
# source:topology|BGP|20130804|ripe|rrc05
# source:topology|BGP|20130805|ripe|rrc05
# source:topology|BGP|20130801|ripe|rrc06
# source:topology|BGP|20130802|ripe|rrc06
# source:topology|BGP|20130803|ripe|rrc06
# source:topology|BGP|20130804|ripe|rrc06
# source:topology|BGP|20130805|ripe|rrc06
# source:topology|BGP|20130801|ripe|rrc07
# source:topology|BGP|20130802|ripe|rrc07
# source:topology|BGP|20130803|ripe|rrc07
# source:topology|BGP|20130804|ripe|rrc07
# source:topology|BGP|20130805|ripe|rrc07
# source:topology|BGP|20130801|ripe|rrc10
# source:topology|BGP|20130802|ripe|rrc10
# source:topology|BGP|20130803|ripe|rrc10
# source:topology|BGP|20130804|ripe|rrc10
# source:topology|BGP|20130805|ripe|rrc10
# source:topology|BGP|20130801|ripe|rrc12
# source:topology|BGP|20130802|ripe|rrc12
# source:topology|BGP|20130803|ripe|rrc12
# source:topology|BGP|20130804|ripe|rrc12
# source:topology|BGP|20130805|ripe|rrc12
# source:topology|BGP|20130801|ripe|rrc13
# source:topology|BGP|20130802|ripe|rrc13
# source:topology|BGP|20130803|ripe|rrc13
# source:topology|BGP|20130804|ripe|rrc13
# source:topology|BGP|20130805|ripe|rrc13
# source:topology|BGP|20130801|ripe|rrc14
# source:topology|BGP|20130802|ripe|rrc14
# source:topology|BGP|20130803|ripe|rrc14
# source:topology|BGP|20130804|ripe|rrc14
# source:topology|BGP|20130805|ripe|rrc14
# source:topology|BGP|20130801|ripe|rrc15
# source:topology|BGP|20130802|ripe|rrc15
# source:topology|BGP|20130803|ripe|rrc15
# source:topology|BGP|20130804|ripe|rrc15
# source:topology|BGP|20130805|ripe|rrc15
# source:topology|BGP|20130801|routeviews|eqix
# source:topology|BGP|20130802|routeviews|eqix
# source:topology|BGP|20130803|routeviews|eqix
# source:topology|BGP|20130804|routeviews|eqix
# source:topology|BGP|20130805|routeviews|eqix
# source:topology|BGP|20130801|routeviews|isc
# source:topology|BGP|20130802|routeviews|isc
# source:topology|BGP|20130803|routeviews|isc
# source:topology|BGP|20130804|routeviews|isc
# source:topology|BGP|20130805|routeviews|isc
# source:topology|BGP|20130801|routeviews|jinx
# source:topology|BGP|20130802|routeviews|jinx
# source:topology|BGP|20130803|routeviews|jinx
# source:topology|BGP|20130804|routeviews|jinx
# source:topology|BGP|20130805|routeviews|jinx
# source:topology|BGP|20130801|routeviews|kixp
# source:topology|BGP|20130802|routeviews|kixp
# source:topology|BGP|20130803|routeviews|kixp
# source:topology|BGP|20130804|routeviews|kixp
# source:topology|BGP|20130805|routeviews|kixp
# source:topology|BGP|20130801|routeviews|linx
# source:topology|BGP|20130802|routeviews|linx
# source:topology|BGP|20130803|routeviews|linx
# source:topology|BGP|20130804|routeviews|linx
# source:topology|BGP|20130805|routeviews|linx
# source:topology|BGP|20130801|routeviews|routeviews
# source:topology|BGP|20130802|routeviews|routeviews
# source:topology|BGP|20130803|routeviews|routeviews
# source:topology|BGP|20130804|routeviews|routeviews
# source:topology|BGP|20130805|routeviews|routeviews
# source:topology|BGP|20130801|routeviews|routeviews2
# source:topology|BGP|20130802|routeviews|routeviews2
# source:topology|BGP|20130803|routeviews|routeviews2
# source:topology|BGP|20130804|routeviews|routeviews2
# source:topology|BGP|20130805|routeviews|routeviews2
# source:topology|BGP|20130801|routeviews|saoppaulo
# source:topology|BGP|20130802|routeviews|saoppaulo
# source:topology|BGP|20130803|routeviews|saoppaulo
# source:topology|BGP|20130804|routeviews|saoppaulo
# source:topology|BGP|20130805|routeviews|saoppaulo
# source:topology|BGP|20130801|routeviews|sydney
# source:topology|BGP|20130802|routeviews|sydney
# source:topology|BGP|20130803|routeviews|sydney
# source:topology|BGP|20130804|routeviews|sydney
# source:topology|BGP|20130805|routeviews|sydney
# source:topology|BGP|20130801|routeviews|telxatl
# source:topology|BGP|20130802|routeviews|telxatl
# source:topology|BGP|20130803|routeviews|telxatl
# source:topology|BGP|20130804|routeviews|telxatl
# source:topology|BGP|20130805|routeviews|telxatl
# source:topology|BGP|20130801|routeviews|wide
# source:topology|BGP|20130802|routeviews|wide
# source:topology|BGP|20130803|routeviews|wide
# source:topology|BGP|20130804|routeviews|wide
# source:topology|BGP|20130805|routeviews|wide
# c1: 174 209 286 701 1239 1299 2828 2914 3257 3320 3356 3549 6453 6762 7018 12956
# c2: 
# inferred clique: 174 209 701 1239 1299 2828 2914 3257 3320 3356 3549 6453 6762 7018
# IXP ASes: 1200 4635 5507 6695 7606 8714 9355 9439 9560 9722 9989 11670 17819 18398 21371 24029 24115 24990 35054 40633 42476 43100 47886 48850 55818
1|2|-1
1|1614|0
1|21616|-1
1|38193|0
2|3|-1
2|199096|0
3|4|0
3|291|0
3|293|0
3|3431|0
4|5|-1
4|6736|0
4|24863|-1
4|50384|0
5|35168|0
6|9116|0
6|11889|0
14|6667|0
14|7795|0
14|8928|0
14|9002|0
14|9318|0
14|9848|0
14|12008|0
14|15570|0
14|22136|0
14|35994|0
18|26468|0
21|9564|0
21|45867|0
21|55542|0
24|293|0
24|2143|-1
24|7575|0
24|10343|-1
24|11017|-1
24|11537|0
26|33207|-1
30|41095|0
32|71|0
32|3561|0
32|3671|-1
32|46750|-1
34|2|-1
34|10466|0
35|5691|-1
39|1803|0
42|187|-1
42|293|0
42|553|0
42|701|0
42|703|0
42|715|-1
42|852|0
42|1103|0
42|1267|0
42|1273|0
42|1280|0
42|1764|0
42|1853|0
42|1916|0
42|2497|0
42|2516|0
42|2603|0
42|3257|0
42|3269|0
42|3303|0
42|3330|0
42|3333|0
42|3491|0
42|3741|0
42|4181|0
42|4558|0
42|4589|0
42|4608|0
42|4637|0
42|4739|0
42|4777|0
42|4826|0
42|4844|0
42|5385|0
42|5413|0
42|5541|0
42|5568|0
42|5580|0
42|5769|0
42|6067|0
42|6079|0
42|6461|0
42|6539|0
42|6667|0
42|6720|0
42|6762|0
42|6830|0
42|6939|0
42|7473|0
42|7500|0
42|7575|0
42|7631|0
42|7660|0
42|7738|0
42|8218|0
42|8220|0
42|8222|0
42|8359|0
42|8419|0
42|8422|0
42|8426|0
42|8447|0
42|8468|0
42|8492|0
42|8596|0
42|8607|0
42|8657|0
42|8758|0
42|8928|0
42|8943|0
42|9002|0
42|9189|0
42|9266|0
42|9304|0
42|10026|0
42|11096|0
42|11164|0
42|11666|0
42|11686|0
42|12350|0
42|12637|0
42|12779|0
42|12859|0
42|12989|0
42|13030|0
42|13237|0
42|13703|0
42|14361|0
42|14537|0
42|15412|0
42|15435|0
42|15469|0
42|16559|0
42|16668|-1
42|16686|-1
42|16700|0
42|16735|0
42|19151|0
42|20080|0
42|20144|-1
42|20485|0
42|20562|0
42|20640|0
42|22652|0
42|22822|0
42|24130|0
42|24989|0
42|25091|0
42|25152|0
42|25160|0
42|25220|0
42|27678|-1
42|28289|0
42|28917|0
42|29049|0
42|29076|0
42|29140|0
42|29208|0
42|29222|0
42|29608|0
42|29611|0
42|29636|0
42|29686|0
42|30132|0
42|30781|0
42|30844|0
42|31019|0
42|31133|0
42|31500|0
42|31715|0
42|32978|-1
42|34288|0
42|35369|0
42|36351|0
42|38052|-1
42|38809|0
42|39202|0
42|39326|0
42|39792|0
42|39912|0
42|41095|0
42|42708|0
42|43531|0
42|44953|0
42|45896|0
42|48039|0
42|48166|0
42|50300|0
42|50763|0
42|51185|0
42|52306|-1
42|53070|0
42|54145|-1
42|56730|0
45|93|0
46|10466|0
49|137|0
49|1257|0
49|2134|0
49|4725|0
49|6774|0
49|8220|0
49|11556|0
49|12179|0
49|12989|0
49|13789|0
49|17054|0
49|18881|0
49|19029|0
49|19920|0
49|20221|0
49|31500|0
49|52444|0
49|53215|0
49|53688|0
49|262887|0
50|10490|0
55|10466|0
57|217|-1
57|1224|-1
57|1998|-1
57|2698|-1
57|3356|0
57|3807|-1
57|4181|0
57|6263|-1
57|6939|0
57|7973|-1
57|8148|-1
57|14763|-1
57|15336|-1
57|17234|-1
57|18454|-1
57|19401|0
57|19782|0
57|20125|-1
57|21727|-1
57|21873|-1
57|21951|-1
57|26557|-1
57|30220|-1
57|32907|-1
57|33189|-1
57|33246|-1
57|33455|-1
57|33692|-1
57|36784|-1
57|40497|-1
59|293|0
59|513|0
59|4181|0
59|19401|0
60|2516|0
60|2907|0
60|3662|0
60|7497|0
60|22388|0
60|45896|0
62|2567|-1
62|3216|0
62|4230|0
62|8452|0
62|12880|0
62|20013|-1
62|26940|-1
62|30175|-1
62|48159|0
62|58717|0
64|5691|-1
71|7430|-1
71|9218|-1
71|10782|-1
71|13979|-1
71|15329|-1
71|19647|-1
72|86|0
74|818|0
80|1295|-1
80|14846|-1
81|6559|-1
81|10952|-1
81|11426|0
81|11442|-1
81|11540|-1
81|11777|-1
81|13371|-1
81|17031|-1
81|18538|-1
81|19718|-1
81|20033|-1
81|20197|0
81|22753|0
81|22854|-1
81|27446|-1
81|29710|-1
81|29901|-1
81|32417|-1
81|33401|-1
81|36850|-1
81|40245|-1
81|46255|-1
81|46963|-1
81|53785|-1
86|1103|0
86|9116|0
86|9186|0
86|11889|0
86|29396|0
86|48918|0
88|293|0
88|10466|0
88|40623|0
93|291|0
93|1668|0
93|3152|0
93|3425|0
93|3431|0
93|3561|0
93|3671|0
93|6939|0
101|73|-1
101|293|0
101|852|0
101|2152|0
101|2153|0
101|2603|0
101|3130|0
101|3401|-1
101|3428|-1
101|3491|0
101|4193|-1
101|6182|-1
101|6539|0
101|6939|0
101|7018|0
101|7575|0
101|7774|-1
101|10430|-1
101|11537|0
101|11649|-1
101|11956|-1
101|12989|0
101|13476|-1
101|14221|-1
101|14954|-1
101|17200|-1
101|18856|-1
101|20388|0
101|25845|-1
101|26178|-1
101|27750|0
101|36351|0
101|40272|-1
101|46435|-1
101|50763|0
101|53952|-1
103|293|0
109|7631|0
109|38809|0
112|2852|0
112|3333|0
112|4739|0
112|6509|0
112|6881|0
112|7631|0
112|8218|0
112|8447|0
112|8468|0
112|12637|0
112|12859|0
112|12989|0
112|13237|0
112|15435|0
112|19151|0
112|25160|0
112|25220|0
112|29140|0
112|29432|0
112|29608|0
112|30132|0
112|31019|0
112|34288|0
112|36620|-1
112|39792|0
112|42708|0
112|44953|0
112|50300|0
112|50763|0
130|16713|0
132|383|0
