28917	61316	p2p
25818	8513	p2c
28270	52678	p2p
28917	61319	p2p
3842	12989	p2p
28168	61753	p2c
7018	20138	p2c
45147	58474	p2c
15180	52888	p2p
812	11727	p2c
4764	38330	p2c
8419	44160	p2p
11758	40020	p2c
9121	61345	p2c
10733	262354	p2p
25478	5429	p2c
3549	4230	p2p
2381	6614	p2p
24730	25220	p2p
1680	29410	p2c
9002	44905	p2c
4739	9365	p2p
10026	38456	p2c
10026	38455	p2c
2603	6830	p2p
35297	43266	p2c
27693	53213	p2c
28239	52522	p2c
27693	53210	p2c
6777	48173	p2p
2914	8717	p2c
43623	31518	p2c
6939	40596	p2p
3225	29208	p2p
2828	41552	p2c
8492	47165	p2p
16735	262487	p2c
12303	42909	p2c
262476	28640	p2c
3549	13485	p2c
31025	43727	p2p
174	46515	p2c
8492	47169	p2p
16735	262488	p2p
251	28310	p2p
3216	30924	p2c
206	4237	p2c
29169	202109	p2p
262631	263099	p2c
1267	37468	p2p
29208	37468	p2p
3257	31400	p2c
18881	262955	p2c
18881	262956	p2p
18881	262957	p2c
6774	29686	p2p
2614	12675	p2c
12337	8878	p2c
3701	3582	p2c
6471	11340	p2c
52610	52650	p2p
20299	61479	p2c
5580	57169	p2c
9119	28766	p2c
2497	17950	p2c
2497	17951	p2c
13237	24931	p2p
2497	17955	p2c
28168	61758	p2c
39912	42708	p2p
4826	17924	p2p
23105	52720	p2p
2603	29075	p2p
4826	17920	p2c
4826	17922	p2p
44889	50892	p2c
6679	16094	p2p
22548	28668	p2p
22548	28669	p2p
7713	15412	p2p
6830	42739	p2p
3269	198013	p2c
8319	31133	p2p
22548	28661	p2p
12989	44608	p2p
22548	28663	p2p
22548	28665	p2p
22548	28666	p2p
22548	28667	p2p
32839	35898	p2p
3356	28695	p2c
6939	62355	p2c
2914	37100	p2c
12314	28917	p2p
2828	12956	p2p
6762	6830	p2p
6407	46546	p2c
20676	24956	p2c
56730	61231	p2p
25899	14107	p2c
1136	49562	p2c
9189	10158	p2p
3252	60280	p2p
15743	34432	p2c
30844	31640	p2p
18705	29140	p2p
20764	49218	p2c
251	20850	p2p
55410	26178	p2c
3356	23314	p2c
251	20853	p2p
29140	43190	p2p
3267	42678	p2p
174	29990	p2c
7332	11686	p2p
25562	37100	p2p
198541	199991	p2c
4739	34655	p2p
2611	8674	p2c
4608	9797	p2p
4004	6667	p2p
7575	18450	p2p
2764	18291	p2c
1103	57315	p2p
25478	48166	p2p
31500	35180	p2p
1764	21079	p2c
8544	50996	p2c
8591	44073	p2c
12779	39104	p2p
6830	43062	p2c
9116	31334	p2p
14793	19331	p2c
3216	34352	p2c
20485	30818	p2p
4826	56203	p2c
24186	45596	p2c
4739	38001	p2p
39821	47119	p2p
2906	6720	p2p
52610	262660	p2p
52610	262664	p2p
21107	21196	p2c
52610	262666	p2p
20632	51904	p2p
27506	32402	p2c
5408	47616	p2c
46887	393644	p2c
2497	20485	p2p
4264	35906	p2c
5742	17011	p2c
28138	262420	p2p
25159	47682	p2c
23673	45727	p2p
3356	40498	p2c
6327	12350	p2p
3356	40493	p2c
28271	26327	p2c
3356	40495	p2c
20485	35361	p2p
8447	8918	p2p
20704	43365	p2c
28654	53175	p2p
12779	53276	p2p
20485	35366	p2p
6128	21941	p2c
7018	32851	p2c
680	23148	p2p
6939	8990	p2p
286	5413	p2p
209	55261	p2c
48339	44329	p2c
8473	29611	p2p
174	32293	p2c
25956	15192	p2c
3216	43801	p2c
3741	35432	p2p
8331	59511	p2p
549	22652	p2p
19570	14681	p2c
25504	2861	p2c
4323	18434	p2c
25308	44915	p2c
8387	8596	p2p
16735	264417	p2c
3320	36040	p2c
15720	49605	p2p
3216	35401	p2c
3741	12290	p2p
9822	45828	p2c
13237	47462	p2c
8468	21219	p2p
57534	52086	p2c
3356	46213	p2c
286	6908	p2p
13188	39422	p2c
9316	3976	p2c
7922	30094	p2c
8359	8928	p2p
8359	16637	p2p
174	32413	p2c
35320	49560	p2c
8359	8926	p2p
3356	17388	p2c
6663	9021	p2c
5089	44403	p2c
3356	17382	p2c
3356	17381	p2c
5538	199029	p2c
20485	34011	p2p
6910	57646	p2c
8596	15830	p2p
4323	53901	p2c
197744	197747	p2c
4323	53905	p2c
4323	53907	p2c
9304	200020	p2p
31133	60518	p2c
8218	25375	p2p
17498	133447	p2c
1764	9063	p2p
20115	46297	p2c
1764	9066	p2p
3549	18566	p2p
21396	39792	p2p
3741	34746	p2p
174	12693	p2c
4323	19742	p2c
4323	19747	p2c
4323	19746	p2c
1764	49562	p2p
3491	63855	p2c
5523	31500	p2p
4589	31133	p2p
3549	32660	p2c
11666	27324	p2p
3549	32668	p2c
3215	199117	p2c
1616	54432	p2c
26615	53060	p2c
197985	200130	p2p
22773	46813	p2c
1267	31673	p2p
20485	60740	p2c
25091	196983	p2p
2614	3549	p2p
14041	2902	p2c
16735	262484	p2c
251	262516	p2p
2515	4739	p2p
174	57896	p2c
251	262518	p2p
15830	5740	p2c
16735	262480	p2c
701	11452	p2c
15598	19151	p2p
29286	34288	p2p
6453	45430	p2c
31025	57068	p2p
52403	52492	p2c
8359	12638	p2p
51185	51752	p2p
8359	196640	p2p
30961	50300	p2p
33871	39821	p2p
8359	12637	p2p
18705	202109	p2p
28349	262476	p2p
8426	39451	p2p
56258	131716	p2c
12779	13237	p2p
8218	29301	p2c
2828	15222	p2c
5738	43531	p2p
3352	6813	p2c
3549	262354	p2c
5396	6730	p2p
7018	13847	p2c
5396	6734	p2p
8641	50666	p2c
8422	15133	p2p
812	21610	p2c
12779	15695	p2p
48237	34426	p2c
12552	15435	p2p
4826	38726	p2p
12779	16347	p2p
48166	49854	p2p
26609	53038	p2c
27715	52610	p2p
3549	3295	p2c
9304	20504	p2p
3549	3298	p2c
4436	27612	p2c
11232	46780	p2c
45014	56730	p2p
35699	198968	p2c
553	702	p2p
15493	57120	p2c
20562	25160	p2p
22548	52866	p2p
8492	48964	p2p
15517	34288	p2p
37100	49405	p2p
3356	44053	p2c
2529	42009	p2c
20115	62509	p2c
42708	56550	p2p
49373	35286	p2c
577	26884	p2c
20485	199670	p2p
174	198912	p2c
2828	16758	p2c
42708	201584	p2p
8648	44298	p2c
33651	23197	p2c
34700	62300	p2c
1120	13237	p2p
1267	15925	p2p
8447	29686	p2p
25091	29152	p2p
2597	49605	p2p
12779	24594	p2p
19551	30132	p2p
1239	10333	p2c
8928	13213	p2p
6939	56475	p2p
8544	12874	p2p
50300	196640	p2p
6939	56478	p2p
15290	40934	p2c
2854	50425	p2c
3741	45758	p2p
13030	50314	p2p
28123	262750	p2p
28123	262757	p2p
21219	38957	p2c
12637	35612	p2p
20632	42291	p2p
8437	13042	p2c
3255	6939	p2p
6939	12684	p2p
10022	59292	p2c
209	15185	p2c
42708	197560	p2p
4323	18601	p2c
3303	8966	p2p
33544	32998	p2c
23550	22109	p2c
17477	38809	p2p
21011	12695	p2c
42695	42708	p2p
6067	28779	p2c
6677	44644	p2c
32440	17244	p2c
7473	4804	p2c
286	12399	p2c
6939	32329	p2p
8359	47927	p2p
1759	12582	p2c
2895	60764	p2p
286	12390	p2c
7575	46489	p2p
39792	31514	p2c
6939	31672	p2p
6939	31673	p2p
41722	59627	p2c
12389	51418	p2c
12637	58209	p2p
6939	39444	p2p
4755	38310	p2c
4755	38312	p2c
4657	45133	p2c
38809	58409	p2c
3549	64038	p2p
16735	28615	p2p
16735	28616	p2c
12779	20900	p2p
3303	23393	p2p
2764	27435	p2c
48539	50763	p2p
12859	36351	p2p
4739	9145	p2p
16559	44824	p2p
15773	30844	p2p
20932	49237	p2p
6939	36374	p2c
3356	199573	p2c
15557	49504	p2c
20021	53658	p2c
200020	12414	p2c
3549	6364	p2p
16735	61934	p2c
1764	15542	p2p
31500	51638	p2p
1764	15547	p2p
8220	31144	p2c
7018	54450	p2c
29686	36408	p2p
34066	36351	p2p
15830	43437	p2c
3257	12678	p2c
7018	54459	p2c
6697	60742	p2c
3249	35407	p2c
9304	47329	p2p
45147	24525	p2c
4766	18028	p2c
4766	18029	p2c
10143	13778	p2c
4766	18023	p2c
4766	18026	p2c
3356	9136	p2c
9070	31522	p2c
4739	10026	p2p
11666	54210	p2p
9749	23943	p2c
11666	54219	p2p
21257	28917	p2p
19406	31780	p2c
12989	20766	p2p
12179	24409	p2c
3252	42511	p2p
3252	42518	p2p
3356	26967	p2c
3356	26964	p2c
23105	262394	p2p
39792	59560	p2p
12695	40960	p2c
32592	25968	p2c
13237	30132	p2p
7018	17280	p2c
33891	42831	p2p
174	14589	p2c
3216	57883	p2c
174	14585	p2c
7018	14731	p2c
50607	197181	p2c
2895	12714	p2p
6181	26241	p2c
6181	26247	p2c
34288	47762	p2p
2852	42306	p2p
34288	47764	p2p
6128	46104	p2c
22177	52678	p2p
15943	24989	p2p
553	24989	p2p
6461	19918	p2c
6720	29056	p2p
3257	39449	p2c
6461	19912	p2c
4323	32332	p2c
38182	41811	p2p
2914	393406	p2c
12859	47622	p2p
53175	262901	p2p
4323	32339	p2c
53175	262903	p2p
53175	262906	p2p
20766	34288	p2p
3754	3685	p2c
13768	23136	p2c
2686	31547	p2c
20485	44541	p2c
3754	3688	p2c
22548	28310	p2p
6453	5416	p2c
9050	59400	p2c
6453	5410	p2c
174	18911	p2c
12989	61898	p2p
3549	46887	p2c
29169	41497	p2p
20712	41811	p2p
20562	29697	p2p
29889	32740	p2c
8282	39792	p2p
12871	20562	p2p
45400	45999	p2c
174	62500	p2c
23126	13753	p2c
44894	62146	p2c
37529	37337	p2c
6939	41952	p2c
2914	61898	p2c
174	62509	p2c
12759	19151	p2p
6939	41959	p2p
1273	25028	p2c
18683	39954	p2c
14282	28303	p2p
34619	52033	p2c
2828	36669	p2c
14282	28305	p2c
6461	20723	p2c
1239	36657	p2c
8657	13445	p2p
31133	201191	p2c
12389	44507	p2c
4766	9864	p2c
4766	9867	p2c
4766	9866	p2c
4766	9869	p2c
4766	9868	p2c
43061	198307	p2c
