AFRINIC Allocated Address Table
-------------------------------

Origin AS       Network
 37054          41.207.48.0/21
 37054          41.207.49.0/24
 37054          41.207.55.0/24
 37054          41.207.56.0/21
 37054          41.207.56.0/24
 37054          41.207.57.0/24
 37054          41.207.58.0/24
 37054          41.207.61.0/24
 37054          41.207.62.0/24
 37054          41.207.63.0/24
 36915          41.207.64.0/19
 36915          41.207.64.0/24
 36915          41.207.65.0/24
 36915          41.207.66.0/24
 36915          41.207.67.0/24
 36915          41.207.68.0/24
 36915          41.207.69.0/24
 36915          41.207.70.0/24
 36915          41.207.71.0/24
 36915          41.207.72.0/24
 36915          41.207.73.0/24
 36915          41.207.75.0/24
 36915          41.207.76.0/24
 36915          41.207.77.0/24
 36915          41.207.78.0/24
 36915          41.207.79.0/24
 36915          41.207.80.0/24
 36915          41.207.81.0/24
 36915          41.207.82.0/24
 36915          41.207.83.0/24
 36915          41.207.84.0/24
 36915          41.207.85.0/24
 36915          41.207.86.0/24
 36915          41.207.87.0/24
 36915          41.207.88.0/24
 36915          41.207.89.0/24
 36915          41.207.90.0/24
 36915          41.207.91.0/24
 36915          41.207.92.0/24
 36915          41.207.93.0/24
 36915          41.207.94.0/24
 36915          41.207.95.0/24
 37406          41.207.96.0/24
  5432          41.207.97.0/24
 23456          41.207.98.0/24
  5432          41.207.99.0/24
 39356          41.207.100.0/24
 37019          41.207.106.0/24
   286          41.207.107.0/24
   286          41.207.108.0/24
 39356          41.207.109.0/24
 39356          41.207.110.0/24
 39356          41.207.112.0/24
 39356          41.207.113.0/24
 41589          41.207.114.0/24
 37019          41.207.116.0/24
  5432          41.207.117.0/24
 29259          41.207.118.0/24
 41589          41.207.119.0/24
  5432          41.207.121.0/24
  5432          41.207.122.0/24
 37019          41.207.124.0/24
 36868          41.207.128.0/21
 36868          41.207.136.0/21
 36868          41.207.144.0/21
 36868          41.207.152.0/21
 24691          41.207.160.0/19
 24691          41.207.160.0/23
 24691          41.207.161.0/24
 24691          41.207.162.0/24
 24691          41.207.164.0/22
 24691          41.207.168.0/21
 24691          41.207.176.0/20
 24691          41.207.176.0/23
 24691          41.207.178.0/23
 24691          41.207.180.0/23
 24691          41.207.182.0/23
 24691          41.207.182.0/24
 24691          41.207.184.0/23
 24691          41.207.186.0/23
 24691          41.207.188.0/23
 24691          41.207.190.0/23
 29571          41.207.192.0/19
 29571          41.207.192.0/21
 29571          41.207.192.0/24
 29571          41.207.193.0/24
 29571          41.207.194.0/24
 29571          41.207.195.0/24
 29571          41.207.196.0/24
 29571          41.207.197.0/24
 29571          41.207.198.0/24
 29571          41.207.199.0/24
 29571          41.207.200.0/22
 29571          41.207.200.0/24
 29571          41.207.201.0/24
 29571          41.207.202.0/24
 29571          41.207.203.0/24
 29571          41.207.204.0/22
 29571          41.207.204.0/24
 29571          41.207.206.0/24
 29571          41.207.208.0/21
 29571          41.207.208.0/23
 29571          41.207.210.0/24
 29571          41.207.211.0/24
 29571          41.207.212.0/24
 29571          41.207.213.0/24
 29571          41.207.214.0/24
 29571          41.207.215.0/24
 29571          41.207.216.0/21
 29571          41.207.216.0/22
 29571          41.207.216.0/24
 29571          41.207.217.0/24
 29571          41.207.218.0/24
 37533          41.207.228.0/22
 37533          41.207.228.0/24
 37533          41.207.229.0/24
 37533          41.207.230.0/24
 37533          41.207.231.0/24
 37100          41.207.232.0/22
 36898          41.207.236.0/22
 36898          41.207.238.0/24
 37349          41.207.240.0/21
 37349          41.207.240.0/22
 37349          41.207.243.0/24
 37349          41.207.244.0/24
 37349          41.207.245.0/24
 37349          41.207.246.0/24
 37349          41.207.247.0/24
 37540          41.207.248.0/22
 37540          41.207.248.0/23
 37540          41.207.248.0/24
 37540          41.207.249.0/24
 37540          41.207.250.0/23
 37540          41.207.250.0/24
 37540          41.207.251.0/24
 37282          41.207.252.0/24
 37282          41.207.253.0/24
 37282          41.207.254.0/24
 16637          41.208.0.0/18
 16637          41.208.45.0/24
 12091          41.208.50.0/23
 16637          41.208.52.0/23
 21003          41.208.64.0/18
 21003          41.208.103.0/24
 21003          41.208.111.0/24
  8346          41.208.128.0/18
  8346          41.208.138.0/24
  8346          41.208.152.0/21
 33762          41.208.192.0/20
 33762          41.208.208.0/20
 33762          41.208.224.0/19
  9129          41.209.0.0/18
  9129          41.209.12.0/22
  9129          41.209.16.0/20
  9129          41.209.32.0/19
  9129          41.209.32.0/20
  9129          41.209.32.0/21
  9129          41.209.36.0/24
  9129          41.209.40.0/21
  9129          41.209.42.0/24
  9129          41.209.48.0/20
 15706          41.209.64.0/18
 15706          41.209.64.0/19
 15706          41.209.64.0/22
 15706          41.209.64.0/24
 15706          41.209.65.0/24
 15706          41.209.66.0/24
 15706          41.209.67.0/24
 15706          41.209.68.0/22
 15706          41.209.68.0/24
 15706          41.209.69.0/24
 15706          41.209.70.0/24
 15706          41.209.71.0/24
 15706          41.209.72.0/22
 15706          41.209.72.0/24
 15706          41.209.73.0/24
 15706          41.209.74.0/24
 15706          41.209.75.0/24
 15706          41.209.76.0/22
 15706          41.209.76.0/24
 15706          41.209.77.0/24
 15706          41.209.78.0/24
 15706          41.209.79.0/24
 15706          41.209.80.0/24
 15706          41.209.81.0/24
 15706          41.209.96.0/19
 20484          41.209.192.0/18
 20484          41.209.193.0/24
 20484          41.209.194.0/24
 20484          41.209.195.0/24
 20484          41.209.197.0/24
 20484          41.209.198.0/24
 20484          41.209.199.0/24
 20484          41.209.201.0/24
 20484          41.209.204.0/24
 20484          41.209.205.0/24
 20484          41.209.206.0/24
 20484          41.209.207.0/24
 20484          41.209.208.0/24
 20484          41.209.209.0/24
 20484          41.209.213.0/24
 20484          41.209.214.0/24
 20484          41.209.222.0/24
 20484          41.209.223.0/24
 20484          41.209.224.0/24
 20484          41.209.226.0/24
 20484          41.209.227.0/24
 20484          41.209.229.0/24
 20484          41.209.230.0/24
 20484          41.209.231.0/24
 20484          41.209.232.0/24
 20484          41.209.233.0/24
 20484          41.209.234.0/24
 20484          41.209.235.0/24
 20484          41.209.236.0/24
 20484          41.209.239.0/24
 20484          41.209.241.0/24
 20484          41.209.242.0/24
 20484          41.209.243.0/24
 20484          41.209.244.0/24
 20484          41.209.248.0/24
 20484          41.209.249.0/24
 20484          41.209.250.0/24
 20484          41.209.252.0/24
 20484          41.209.253.0/24
 20484          41.209.255.0/24
 29614          41.210.0.0/18
 36989          41.210.64.0/24
 36989          41.210.65.0/24
 36989          41.210.66.0/24
 36989          41.210.67.0/24
 36989          41.210.68.0/24
 36989          41.210.69.0/24
 36989          41.210.82.0/24
 36989          41.210.100.0/24
 36989          41.210.119.0/24
 36989          41.210.120.0/24
 36989          41.210.121.0/24
 36989          41.210.122.0/24
 36989          41.210.123.0/24
 36989          41.210.124.0/24
 36989          41.210.125.0/24
 36989          41.210.126.0/24
 36989          41.210.127.0/24
 16637          41.210.128.0/18
 16637          41.210.156.0/24
 16637          41.210.184.0/24
 37081          41.210.192.0/18
 35091          41.211.0.0/19
 35091          41.211.0.0/22
 35091          41.211.4.0/22
 35091          41.211.8.0/22
 35091          41.211.12.0/22
 35091          41.211.16.0/22
 35091          41.211.20.0/22
 35091          41.211.24.0/24
 35091          41.211.25.0/24
 35091          41.211.26.0/24
 35091          41.211.27.0/24
 35091          41.211.28.0/24
 35091          41.211.29.0/24
 35091          41.211.30.0/24
 35091          41.211.31.0/24
 16637          41.211.32.0/19
 16637          41.211.32.0/24
 16637          41.211.33.0/24
 16637          41.211.34.0/24
 16637          41.211.37.0/24
 16637          41.211.38.0/24
 16637          41.211.61.0/24
 36868          41.211.64.0/21
 36868          41.211.72.0/21
 36868          41.211.80.0/21
 36868          41.211.88.0/21
 36955          41.211.96.0/19
 16058          41.211.128.0/18
 16058          41.211.160.0/20
 36887          41.211.192.0/24
 36887          41.211.193.0/24
 36887          41.211.194.0/24
 36887          41.211.195.0/24
 36887          41.211.196.0/24
 36887          41.211.197.0/24
 36887          41.211.198.0/24
 36887          41.211.199.0/24
 36887          41.211.200.0/24
 36887          41.211.201.0/24
 36887          41.211.202.0/24
 36887          41.211.203.0/24
 36887          41.211.204.0/24
 36887          41.211.205.0/24
 36887          41.211.206.0/24
 36887          41.211.207.0/24
 36887          41.211.226.0/24
 36887          41.211.227.0/24
 36887          41.211.228.0/24
 36887          41.211.229.0/24
 36887          41.211.230.0/24
 36887          41.211.231.0/24
 36887          41.211.232.0/24
 36887          41.211.233.0/24
 36887          41.211.238.0/24
 36887          41.211.239.0/24
 15399          41.212.0.0/17
 15399          41.212.0.0/24
 15399          41.212.1.0/24
 15399          41.212.2.0/24
 15399          41.212.3.0/24
 15399          41.212.9.0/24
 15399          41.212.12.0/24
 15399          41.212.16.0/24
 15399          41.212.18.0/24
 15399          41.212.20.0/24
 15399          41.212.24.0/22
 15399          41.212.29.0/24
 15399          41.212.30.0/24
 15399          41.212.31.0/24
 37027          41.212.35.0/24
 15399          41.212.36.0/24
 15399          41.212.37.0/24
 15399          41.212.38.0/24
 37027          41.212.39.0/24
 15399          41.212.43.0/24
 37027          41.212.44.0/24
 16422          41.212.45.0/24
 37027          41.212.46.0/24
 37027          41.212.47.0/24
 37027          41.212.50.0/24
 37027          41.212.51.0/24
 37027          41.212.76.0/24
 15399          41.212.82.0/24
 15399          41.212.85.0/24
 15399          41.212.87.0/24
 15399          41.212.106.0/24
 15399          41.212.113.0/24
 15399          41.212.114.0/24
 15399          41.212.116.0/23
 15399          41.212.120.0/24
 15399          41.212.121.0/24
 15399          41.212.123.0/24
 23889          41.212.128.0/17
 23889          41.212.140.0/22
 23889          41.212.144.0/22
 23889          41.212.148.0/22
 23889          41.212.156.0/22
 23889          41.212.180.0/22
 23889          41.212.216.0/22
 23889          41.212.232.0/24
 23889          41.212.233.0/24
 23889          41.212.234.0/24
 23889          41.212.235.0/24
 23889          41.212.236.0/24
 23889          41.212.237.0/24
 23889          41.212.238.0/24
 23889          41.212.239.0/24
 33762          41.213.0.0/17
 33762          41.213.0.0/19
 33762          41.213.32.0/20
 33762          41.213.48.0/20
 33762          41.213.64.0/20
 33762          41.213.80.0/20
 33762          41.213.96.0/20
 33762          41.213.112.0/21
 33762          41.213.120.0/22
 33762          41.213.124.0/23
 37002          41.213.128.0/21
 37002          41.213.136.0/21
 37002          41.213.144.0/20
 37002          41.213.160.0/20
 37002          41.213.176.0/20
 37002          41.213.192.0/20
 37002          41.213.208.0/20
 37002          41.213.224.0/20
 37002          41.213.240.0/20
  8346          41.214.0.0/17
  8346          41.214.0.0/19
  8346          41.214.4.0/24
  8346          41.214.18.0/24
  8346          41.214.19.0/24
  8346          41.214.31.0/24
  8346          41.214.120.0/24
 36925          41.214.128.0/19
 36925          41.214.128.0/20
 36925          41.214.144.0/20
 36925          41.214.158.0/23
 36925          41.214.160.0/19
 36925          41.214.160.0/24
 36925          41.214.166.0/23
 36925          41.214.166.0/24
 36925          41.214.167.0/24
 36925          41.214.168.0/21
 36925          41.214.168.0/22
 36925          41.214.172.0/22
 36925          41.214.176.0/20
 36925          41.214.176.0/21
 36925          41.214.184.0/21
 36925          41.214.192.0/18
 36925          41.214.192.0/19
 36925          41.214.224.0/19
 15808          41.215.0.0/17
 15808          41.215.0.0/18
 15808          41.215.0.0/20
 15808          41.215.0.0/21
 15808          41.215.32.0/20
 15808          41.215.48.0/20
 15808          41.215.64.0/18
 15808          41.215.64.0/20
 15808          41.215.80.0/20
 15808          41.215.80.0/21
 15808          41.215.96.0/20
 15808          41.215.120.0/21
 15808          41.215.124.0/22
 36866          41.215.128.0/20
 36866          41.215.130.0/23
 36866          41.215.130.0/24
 36866          41.215.131.0/24
 36866          41.215.132.0/23
 36866          41.215.138.0/23
 19711          41.215.144.0/20
 19711          41.215.145.0/24
 37030          41.215.160.0/24
 37030          41.215.161.0/24
 37030          41.215.162.0/24
 37030          41.215.163.0/24
 37030          41.215.164.0/24
 37030          41.215.165.0/24
 37030          41.215.166.0/24
 37030          41.215.167.0/24
 37030          41.215.168.0/24
 37030          41.215.169.0/24
 37030          41.215.170.0/24
 36959          41.215.176.0/20
 36959          41.215.176.0/21
 36959          41.215.184.0/21
 37061          41.215.192.0/20
  8657          41.215.208.0/20
 37071          41.215.225.0/24
 37071          41.215.226.0/24
 37053          41.215.232.0/21
 33785          41.215.240.0/24
 33785          41.215.241.0/24
 33785          41.215.242.0/24
 33785          41.215.243.0/24
 36920          41.215.244.0/24
 36920          41.215.245.0/24
 36920          41.215.246.0/24
 36920          41.215.247.0/24
 37006          41.215.248.0/22
 37006          41.215.248.0/23
 37006          41.215.250.0/23
 37453          41.215.252.0/23
 37453          41.215.252.0/24
 37453          41.215.254.0/23
 37043          41.216.0.0/19
 37043          41.216.0.0/20
 37214          41.216.0.0/21
 37043          41.216.0.0/24
 37043          41.216.16.0/20
 37214          41.216.16.0/21
 28683          41.216.32.0/21
 28683          41.216.33.0/24
 28683          41.216.34.0/24
 28683          41.216.35.0/24
 28683          41.216.36.0/24
 28683          41.216.37.0/24
 28683          41.216.38.0/24
 28683          41.216.39.0/24
 28683          41.216.40.0/24
 28683          41.216.41.0/24
 28683          41.216.42.0/24
 28683          41.216.43.0/24
 28683          41.216.44.0/24
 28683          41.216.45.0/24
 28683          41.216.46.0/24
 28683          41.216.47.0/24
 28683          41.216.48.0/21
 28683          41.216.48.0/24
 28683          41.216.49.0/24
 28683          41.216.50.0/24
 28683          41.216.52.0/24
 28683          41.216.53.0/24
 28683          41.216.54.0/24
 28683          41.216.55.0/24
 28683          41.216.56.0/22
 28683          41.216.56.0/24
 28683          41.216.57.0/24
 28683          41.216.58.0/24
 28683          41.216.60.0/22
 28683          41.216.60.0/24
 28683          41.216.61.0/24
 28683          41.216.62.0/24
 28683          41.216.63.0/24
 28698          41.216.64.0/19
 21174          41.216.96.0/19
 30844          41.216.124.0/22
 18931          41.216.128.0/20
 18931          41.216.142.0/24
 18931          41.216.143.0/24
 37073          41.216.144.0/20
 37073          41.216.150.0/24
 37088          41.216.160.0/24
 37088          41.216.161.0/24
 37088          41.216.162.0/24
 37088          41.216.163.0/24
 37088          41.216.164.0/24
 37088          41.216.165.0/24
 37088          41.216.166.0/24
 37088          41.216.167.0/24
 37088          41.216.168.0/24
 37088          41.216.169.0/24
 37088          41.216.170.0/24
 37088          41.216.171.0/24
 37088          41.216.172.0/24
 37088          41.216.173.0/24
 37088          41.216.174.0/24
 37088          41.216.175.0/24
 37105          41.216.192.0/20
 37105          41.216.192.0/24
 37105          41.216.193.0/24
 37597          41.216.200.0/24
 37597          41.216.201.0/24
 14988          41.216.208.0/21
 37101          41.216.216.0/21
 37101          41.216.216.0/24
 37101          41.216.217.0/24
 37101          41.216.218.0/24
 37101          41.216.219.0/24
 37101          41.216.220.0/24
 37101          41.216.221.0/24
 37101          41.216.222.0/24
 37101          41.216.223.0/24
 36941          41.216.224.0/22
 36941          41.216.227.0/24
 37098          41.216.228.0/24
 37098          41.216.229.0/24
 37098          41.216.230.0/24
 37098          41.216.231.0/24
 37672          41.216.232.0/22
 37264          41.216.236.0/22
 37034          41.217.144.0/22
 24863          41.217.160.0/19
 36937          41.217.194.0/23
 36908          41.217.200.0/22
 37125          41.217.204.0/24
 37125          41.217.205.0/24
 37125          41.217.206.0/24
 37125          41.217.207.0/24
 37158          41.217.208.0/22
 37100          41.217.212.0/22
 37187          41.217.216.0/22
 37109          41.217.220.0/22
 37109          41.217.220.0/24
 37109          41.217.221.0/24
 37109          41.217.222.0/24
 37031          41.217.224.0/21
 37031          41.217.224.0/24
 37031          41.217.225.0/24
 37113          41.217.232.0/21
 37113          41.217.232.0/22
 37113          41.217.232.0/23
 37113          41.217.232.0/24
 37113          41.217.233.0/24
 37113          41.217.234.0/23
 37113          41.217.234.0/24
 37113          41.217.235.0/24
 37113          41.217.236.0/22
 37113          41.217.236.0/23
 37113          41.217.236.0/24
 37113          41.217.237.0/24
 37113          41.217.238.0/23
 37113          41.217.238.0/24
 37113          41.217.239.0/24
 37482          41.217.240.0/22
 37482          41.217.244.0/22
 15706          41.218.0.0/18
 15706          41.218.0.0/19
 15706          41.218.0.0/24
 15706          41.218.1.0/24
 15706          41.218.2.0/24
 15706          41.218.3.0/24
 15706          41.218.4.0/24
 15706          41.218.5.0/24
 15706          41.218.6.0/24
 15706          41.218.7.0/24
 15706          41.218.8.0/24
 15706          41.218.9.0/24
 15706          41.218.10.0/24
 15706          41.218.11.0/24
 15706          41.218.12.0/24
 15706          41.218.13.0/24
 15706          41.218.14.0/24
 15706          41.218.15.0/24
 15706          41.218.16.0/24
 15706          41.218.17.0/24
 15706          41.218.18.0/24
 15706          41.218.19.0/24
 15706          41.218.20.0/24
 15706          41.218.21.0/24
 15706          41.218.22.0/24
 15706          41.218.23.0/24
 15706          41.218.24.0/24
 15706          41.218.25.0/24
 15706          41.218.26.0/24
 15706          41.218.27.0/24
 15706          41.218.28.0/24
 15706          41.218.29.0/24
 15706          41.218.30.0/24
 15706          41.218.31.0/24
 15706          41.218.32.0/19
 15706          41.218.32.0/24
 15706          41.218.33.0/24
 15706          41.218.34.0/24
 15706          41.218.35.0/24
 15706          41.218.36.0/24
 15706          41.218.37.0/24
 15706          41.218.38.0/24
 15706          41.218.39.0/24
 15706          41.218.40.0/24
 15706          41.218.41.0/24
 15706          41.218.42.0/24
 15706          41.218.43.0/24
 15706          41.218.44.0/24
 15706          41.218.45.0/24
 15706          41.218.46.0/24
 15706          41.218.47.0/24
 15706          41.218.48.0/24
 15706          41.218.49.0/24
 15706          41.218.50.0/24
 15706          41.218.51.0/24
 15706          41.218.52.0/24
 15706          41.218.54.0/24
 15706          41.218.56.0/24
 15706          41.218.57.0/24
 15706          41.218.58.0/24
 15706          41.218.59.0/24
 15706          41.218.60.0/24
 15706          41.218.61.0/24
 15706          41.218.62.0/24
 15706          41.218.63.0/24
 33763          41.218.64.0/19
 33763          41.218.64.0/20
 33763          41.218.80.0/21
 33763          41.218.88.0/23
 33763          41.218.96.0/20
 33763          41.218.112.0/20
 25576          41.218.128.0/18
 25576          41.218.128.0/20
 25576          41.218.144.0/20
 25576          41.218.160.0/20
 36992          41.218.172.0/24
 36992          41.218.173.0/24
 36992          41.218.174.0/24
 36992          41.218.175.0/24
 25576          41.218.176.0/21
 36992          41.218.176.0/24
 36992          41.218.181.0/24
 36992          41.218.187.0/24
 36992          41.218.190.0/24
 36992          41.218.191.0/24
 29614          41.218.192.0/19
 29614          41.218.224.0/19
 37196          41.219.0.0/18
 37196          41.219.0.0/19
 37196          41.219.32.0/19
 37009          41.219.64.0/18
 30998          41.219.131.0/24
 30998          41.219.132.0/24
 30998          41.219.134.0/24
 30998          41.219.135.0/24
 30998          41.219.136.0/24
 30998          41.219.137.0/24
 30998          41.219.138.0/24
 30998          41.219.139.0/24
 30998          41.219.140.0/24
 30998          41.219.141.0/24
 30998          41.219.142.0/24
 30998          41.219.143.0/24
 30998          41.219.149.0/24
 30998          41.219.168.0/24
 30998          41.219.169.0/24
 30998          41.219.170.0/24
 30998          41.219.179.0/24
 30998          41.219.180.0/24
 30998          41.219.181.0/24
 30998          41.219.182.0/24
 30998          41.219.183.0/24
 30998          41.219.184.0/24
 30998          41.219.185.0/24
 30998          41.219.186.0/24
 30998          41.219.187.0/24
 30998          41.219.188.0/24
 30998          41.219.190.0/24
 30998          41.219.191.0/24
 29032          41.220.0.0/20
 37204          41.220.16.0/20
 37204          41.220.16.0/21
 37204          41.220.24.0/21
 37204          41.220.27.0/24
 25139          41.220.32.0/20
 36900          41.220.48.0/20
 29465          41.220.64.0/20
 29465          41.220.64.0/24
 29465          41.220.65.0/24
 29465          41.220.66.0/24
 29465          41.220.67.0/24
 29465          41.220.68.0/24
 29465          41.220.69.0/24
 29465          41.220.70.0/24
 29465          41.220.71.0/24
 29465          41.220.72.0/24
 29465          41.220.73.0/24
 29465          41.220.74.0/24
 29465          41.220.75.0/24
 29465          41.220.76.0/24
 29465          41.220.77.0/24
 29465          41.220.78.0/24
 29465          41.220.79.0/24
 36902          41.220.96.0/20
 15808          41.220.112.0/20
 15808          41.220.118.0/24
 15808          41.220.122.0/24
 36909          41.220.128.0/20
 36909          41.220.128.0/23
 36909          41.220.130.0/23
 36909          41.220.132.0/23
 36909          41.220.134.0/23
 36909          41.220.136.0/23
 36909          41.220.137.0/24
 36909          41.220.138.0/24
 36909          41.220.139.0/24
 36909          41.220.141.0/24
 36909          41.220.142.0/24
 36918          41.220.144.0/21
  6762          41.220.159.0/24
 30619          41.220.160.0/21
 30619          41.220.163.0/24
 30619          41.220.164.0/24
 37436          41.220.166.0/24
 30619          41.220.168.0/21
 31810          41.220.176.0/20
 36945          41.220.192.0/21
 36945          41.220.192.0/22
 36945          41.220.196.0/22
 30619          41.220.200.0/21
 29032          41.220.208.0/24
 29032          41.220.209.0/24
 29032          41.220.210.0/24
 29032          41.220.211.0/24
 29032          41.220.212.0/22
 29032          41.220.216.0/24
 33770          41.220.224.0/20
 33770          41.220.224.0/24
 33770          41.220.227.0/24
 33770          41.220.228.0/24
 33770          41.220.229.0/24
 33770          41.220.231.0/24
 33770          41.220.232.0/24
 33770          41.220.233.0/24
 33770          41.220.234.0/24
 33770          41.220.235.0/24
 33770          41.220.236.0/24
 33770          41.220.237.0/24
 33770          41.220.238.0/24
 33770          41.220.239.0/24
 33770          41.220.240.0/21
 33770          41.220.241.0/24
 33770          41.220.242.0/24
 21280          41.220.248.0/21
 36968          41.221.0.0/20
 36968          41.221.0.0/24
 36968          41.221.1.0/24
 36968          41.221.2.0/24
 36968          41.221.3.0/24
 36968          41.221.4.0/24
 36968          41.221.5.0/24
 36968          41.221.6.0/24
 36968          41.221.7.0/24
 36968          41.221.8.0/24
 36968          41.221.9.0/24
 36968          41.221.11.0/24
 36968          41.221.12.0/24
 36968          41.221.13.0/24
 36968          41.221.14.0/24
 36968          41.221.15.0/24
 36947          41.221.16.0/20
 36947          41.221.20.0/24
 37084          41.221.32.0/20
 37084          41.221.32.0/21
 23456          41.221.39.0/24
 37084          41.221.40.0/21
 37084          41.221.41.0/24
 37084          41.221.42.0/24
 37084          41.221.45.0/24
 37084          41.221.46.0/24
 23456          41.221.47.0/24
 36965          41.221.48.0/20
 36865          41.221.64.0/20
 36865          41.221.64.0/22
 36865          41.221.64.0/23
 36865          41.221.64.0/24
 36865          41.221.65.0/24
 36865          41.221.66.0/23
 36865          41.221.66.0/24
 36865          41.221.67.0/24
 36865          41.221.68.0/22
 36865          41.221.68.0/23
 36865          41.221.68.0/24
 36865          41.221.69.0/24
 36865          41.221.70.0/23
 36865          41.221.70.0/24
 36865          41.221.71.0/24
 36865          41.221.72.0/22
 36865          41.221.72.0/23
 36865          41.221.72.0/24
 36865          41.221.73.0/24
 36865          41.221.74.0/24
 36865          41.221.75.0/24
 36865          41.221.76.0/22
 36865          41.221.76.0/23
 36865          41.221.76.0/24
 36865          41.221.77.0/24
 36865          41.221.78.0/24
 36865          41.221.79.0/24
 36977          41.221.80.0/20
 36977          41.221.80.0/21
 36977          41.221.82.0/23
 36977          41.221.84.0/22
 36977          41.221.88.0/21
 36977          41.221.88.0/22
 36977          41.221.88.0/23
 36977          41.221.88.0/24
 36977          41.221.90.0/23
 36977          41.221.91.0/24
 36977          41.221.94.0/23
 36969          41.221.96.0/23
 36969          41.221.98.0/23
 36969          41.221.100.0/23
 36969          41.221.102.0/23
 36969          41.221.105.0/24
 36969          41.221.108.0/23
 24863          41.221.128.0/20
 36986          41.221.144.0/20
 36986          41.221.144.0/23
 36986          41.221.146.0/23
 36986          41.221.148.0/23
 36986          41.221.150.0/23
 36986          41.221.152.0/23
 36986          41.221.154.0/23
 36986          41.221.156.0/23
 36986          41.221.158.0/23
 36923          41.221.160.0/20
 36923          41.221.162.0/24
 36923          41.221.163.0/24
 36923          41.221.164.0/24
 36923          41.221.165.0/24
 30985          41.221.176.0/20
 30985          41.221.184.0/21
  8657          41.221.192.0/20
  3491          41.221.208.0/20
  3491          41.221.216.0/22
 31713          41.221.216.0/24
 36916          41.221.224.0/23
 36916          41.221.226.0/24
 36916          41.221.227.0/24
 36916          41.221.228.0/24
 36916          41.221.229.0/24
 36916          41.221.230.0/23
 36916          41.221.232.0/24
 36916          41.221.233.0/24
 36916          41.221.234.0/24
 36916          41.221.235.0/24
 36916          41.221.236.0/23
 36916          41.221.238.0/23
 17400          41.221.240.0/24
 17400          41.221.242.0/24
 17400          41.221.243.0/24
 17400          41.221.244.0/24
 17400          41.221.245.0/24
 17400          41.221.246.0/24
 17400          41.221.247.0/24
 17400          41.221.248.0/24
 17400          41.221.249.0/24
 17400          41.221.250.0/24
 17400          41.221.251.0/24
 17400          41.221.252.0/24
 17400          41.221.253.0/24
 17400          41.221.254.0/24
 17400          41.221.255.0/24
 36997          41.222.0.0/21
 36997          41.222.0.0/22
 36997          41.222.0.0/23
 36997          41.222.2.0/23
 36997          41.222.4.0/22
 36997          41.222.4.0/23
 36997          41.222.4.0/24
 36997          41.222.5.0/24
 36997          41.222.6.0/23
 36866          41.222.8.0/21
 36866          41.222.8.0/23
 36866          41.222.10.0/23
 36866          41.222.12.0/23
 36959          41.222.16.0/21
 33772          41.222.24.0/21
 33772          41.222.24.0/22
 33772          41.222.24.0/23
 33772          41.222.26.0/23
 33772          41.222.28.0/22
 33772          41.222.28.0/24
 33772          41.222.29.0/24
 11845          41.222.32.0/21
 37106          41.222.40.0/21
 32653          41.222.48.0/21
 37143          41.222.56.0/22
 37143          41.222.60.0/23
 37143          41.222.62.0/24
 37143          41.222.63.0/24
 36923          41.222.64.0/21
 37584          41.222.72.0/22
 36938          41.222.78.0/24
 36938          41.222.79.0/24
 37126          41.222.88.0/22
 37126          41.222.88.0/24
 37126          41.222.89.0/24
 37126          41.222.90.0/24
 37126          41.222.91.0/24
 37126          41.222.92.0/22
 37126          41.222.92.0/24
 37126          41.222.93.0/24
 37126          41.222.94.0/24
 37126          41.222.95.0/24
 37622          41.222.96.0/21
 36983          41.222.104.0/23
 36983          41.222.104.0/24
 36983          41.222.105.0/24
 36983          41.222.108.0/24
 36983          41.222.109.0/24
 36983          41.222.110.0/24
 37173          41.222.112.0/24
 37173          41.222.113.0/24
 37173          41.222.114.0/24
 37173          41.222.115.0/24
 37173          41.222.116.0/23
 37173          41.222.118.0/23
 37511          41.222.120.0/24
 37511          41.222.121.0/24
 37511          41.222.122.0/24
 37511          41.222.123.0/24
 37511          41.222.124.0/24
 37511          41.222.125.0/24
 37511          41.222.126.0/24
 37511          41.222.127.0/24
 36992          41.222.128.0/21
 36992          41.222.128.0/23
 36992          41.222.128.0/24
 36992          41.222.129.0/24
 36992          41.222.130.0/24
 36992          41.222.131.0/24
 36992          41.222.132.0/24
 37049          41.222.136.0/22
 37049          41.222.140.0/22
 25163          41.222.151.0/24
 37044          41.222.160.0/21
 37044          41.222.160.0/22
 37044          41.222.160.0/23
 37044          41.222.160.0/24
 37044          41.222.161.0/24
 37044          41.222.162.0/23
 37044          41.222.162.0/24
 37044          41.222.163.0/24
 37044          41.222.164.0/22
 37044          41.222.164.0/23
 37044          41.222.164.0/24
 37044          41.222.165.0/24
 37044          41.222.166.0/23
 37044          41.222.166.0/24
 37044          41.222.167.0/24
 37031          41.222.168.0/21
 37031          41.222.168.0/24
 37031          41.222.169.0/24
 37031          41.222.170.0/24
 37031          41.222.171.0/24
 37031          41.222.172.0/24
 37031          41.222.173.0/24
 37031          41.222.174.0/24
 37031          41.222.175.0/24
 37035          41.222.176.0/23
 37035          41.222.176.0/24
 37035          41.222.177.0/24
 37035          41.222.178.0/23
 37035          41.222.178.0/24
 37035          41.222.179.0/24
 37035          41.222.180.0/23
 37035          41.222.180.0/24
 37035          41.222.181.0/24
 37035          41.222.182.0/23
 37035          41.222.182.0/24
 36913          41.222.184.0/21
