AFRINIC Allocated Address Table
-------------------------------

Origin AS       Network
 36903          41.251.224.0/21
  6713          41.251.232.0/21
  6713          41.251.240.0/20
 21003          41.252.0.0/14
 21003          41.252.0.0/18
 21003          41.252.64.0/18
 21003          41.252.128.0/18
 21003          41.252.192.0/18
 21003          41.253.0.0/19
 21003          41.253.128.0/18
 21003          41.253.160.0/19
 21003          41.253.192.0/18
 21003          41.254.0.0/24
 21003          41.254.1.0/24
 21003          41.254.2.0/24
 21003          41.254.3.0/24
 21003          41.254.5.0/24
 21003          41.254.6.0/24
 21003          41.254.8.0/24
 21003          41.254.9.0/24
 21003          41.254.15.0/24
 21003          41.254.31.0/24
 21003          41.254.38.0/24
 37069          45.96.0.0/14
 37069          45.100.0.0/14
 16637          45.192.0.0/12
 41095          45.193.0.0/16
 35916          45.199.0.0/16
 36925          45.216.0.0/15
 36925          45.216.0.0/16
 36925          45.217.0.0/16
 36925          45.218.0.0/15
 36925          45.218.0.0/16
 36925          45.219.0.0/16
 15399          62.8.64.0/19
 15399          62.8.64.0/24
 15399          62.8.89.0/24
 37027          62.8.93.0/24
 12455          62.24.96.0/19
 12455          62.24.96.0/23
 12455          62.24.97.0/24
 12455          62.24.98.0/23
 12455          62.24.98.0/24
 12455          62.24.100.0/23
 12455          62.24.100.0/24
 12455          62.24.101.0/24
 12455          62.24.102.0/23
 12455          62.24.104.0/23
 12455          62.24.106.0/23
 12455          62.24.107.0/24
 12455          62.24.108.0/23
 12455          62.24.110.0/23
 12455          62.24.110.0/24
 12455          62.24.111.0/24
 12455          62.24.112.0/23
 12455          62.24.114.0/23
 30994          62.24.115.0/24
 30994          62.24.116.0/22
 30994          62.24.117.0/24
 30994          62.24.120.0/22
 30994          62.24.121.0/24
 30994          62.24.122.0/24
 30994          62.24.123.0/24
 12455          62.24.124.0/23
 12455          62.24.126.0/23
 12455          62.24.126.0/24
 12455          62.24.127.0/24
 49902          62.61.192.0/18
 21003          62.68.32.0/19
 21003          62.68.58.0/24
 21003          62.68.59.0/24
 21003          62.68.60.0/24
 21003          62.68.61.0/24
 24835          62.68.224.0/19
 24835          62.68.224.0/20
 24835          62.68.224.0/21
 24835          62.68.229.0/24
 24835          62.68.230.0/24
 24835          62.68.232.0/21
 24835          62.68.233.0/24
 24835          62.68.234.0/24
 24835          62.68.235.0/24
 24835          62.68.236.0/24
 24835          62.68.237.0/24
 24835          62.68.239.0/24
 24835          62.68.240.0/20
 24835          62.68.240.0/21
 24835          62.68.241.0/24
 36935          62.68.247.0/24
 24835          62.68.248.0/21
 24835          62.68.251.0/24
 36992          62.114.0.0/17
 36992          62.114.64.0/19
 36992          62.114.96.0/21
 36992          62.114.104.0/21
 36992          62.114.112.0/21
 36992          62.114.128.0/19
 36992          62.114.128.0/21
 36992          62.114.136.0/21
 36992          62.114.160.0/21
 36992          62.114.184.0/21
 36992          62.114.192.0/19
 36992          62.114.200.0/21
 36992          62.114.224.0/20
 36992          62.114.252.0/24
 25576          62.117.32.0/19
 25576          62.117.32.0/20
 25576          62.117.48.0/21
 25576          62.117.56.0/21
 24863          62.135.0.0/17
 24863          62.135.0.0/23
 24863          62.135.2.0/23
 24863          62.135.4.0/23
 24863          62.135.6.0/23
 24863          62.135.8.0/22
 24863          62.135.12.0/22
 24863          62.135.16.0/22
 24863          62.135.17.0/24
 24863          62.135.20.0/22
 24863          62.135.24.0/22
 24863          62.135.28.0/22
 24863          62.135.32.0/22
 24863          62.135.36.0/22
 24863          62.135.40.0/22
 24863          62.135.44.0/22
 24863          62.135.48.0/22
 24863          62.135.60.0/22
 24863          62.135.64.0/22
 24863          62.135.68.0/22
 24863          62.135.72.0/22
 24863          62.135.76.0/22
 24863          62.135.80.0/22
 24863          62.135.84.0/23
 24863          62.135.86.0/23
 24863          62.135.90.0/23
 24863          62.135.92.0/23
 24863          62.135.96.0/23
 24863          62.135.98.0/23
 24863          62.135.100.0/23
 24863          62.135.102.0/23
 24863          62.135.104.0/23
 24863          62.135.106.0/23
 24863          62.135.107.0/24
 24863          62.135.108.0/23
 24863          62.135.110.0/23
 24863          62.135.112.0/23
 24863          62.135.114.0/23
 24863          62.135.116.0/23
 24863          62.135.118.0/23
 24863          62.135.120.0/23
 24863          62.135.122.0/23
 24863          62.135.124.0/23
 24863          62.135.126.0/23
 36992          62.139.0.0/16
 36992          62.139.204.0/24
 36992          62.140.64.0/18
 36992          62.140.64.0/19
 36992          62.140.67.0/24
 36992          62.140.73.0/24
 36992          62.140.79.0/24
 36992          62.140.96.0/19
 29091          62.173.32.0/19
 29091          62.173.32.0/22
 29091          62.173.32.0/24
 29091          62.173.33.0/24
 29091          62.173.34.0/24
 29091          62.173.35.0/24
 29091          62.173.36.0/23
 29091          62.173.36.0/24
 29091          62.173.37.0/24
 29091          62.173.38.0/23
 29091          62.173.38.0/24
 29091          62.173.39.0/24
 29091          62.173.40.0/23
 29091          62.173.40.0/24
 29091          62.173.41.0/24
 29091          62.173.42.0/23
 29091          62.173.42.0/24
 29091          62.173.43.0/24
 29091          62.173.44.0/22
 29091          62.173.47.0/24
 29091          62.173.48.0/21
 29091          62.173.50.0/23
 29091          62.173.56.0/22
 29091          62.173.56.0/23
 29091          62.173.60.0/22
 29091          62.173.60.0/23
 29091          62.173.62.0/23
 15475          62.193.64.0/18
 21003          62.240.32.0/19
 24835          62.240.96.0/19
 24835          62.240.96.0/20
 24835          62.240.96.0/21
 36935          62.240.101.0/24
 36935          62.240.102.0/24
 36935          62.240.103.0/24
 24835          62.240.104.0/21
 36935          62.240.104.0/24
 24835          62.240.108.0/24
 24835          62.240.112.0/20
 24835          62.240.112.0/21
 36935          62.240.115.0/24
 24835          62.240.120.0/21
 24863          62.241.128.0/19
 24863          62.241.128.0/24
 24863          62.241.129.0/24
 24863          62.241.130.0/24
 24863          62.241.131.0/24
 24863          62.241.132.0/24
 24863          62.241.133.0/24
 24863          62.241.134.0/24
 24863          62.241.135.0/24
 24863          62.241.136.0/24
 24863          62.241.137.0/24
 24863          62.241.138.0/24
 24863          62.241.140.0/24
 24863          62.241.141.0/24
 24863          62.241.142.0/24
 24863          62.241.143.0/24
 24863          62.241.144.0/24
 24863          62.241.145.0/24
 24863          62.241.146.0/24
 24863          62.241.147.0/24
 24863          62.241.148.0/24
 24863          62.241.149.0/24
 24863          62.241.150.0/24
 24863          62.241.151.0/24
 24863          62.241.152.0/24
 24863          62.241.153.0/24
 24863          62.241.154.0/24
 24863          62.241.156.0/24
 24863          62.241.158.0/24
 24863          62.241.159.0/24
  6713          62.251.128.0/17
  6713          62.251.128.0/19
  6713          62.251.133.0/24
  6713          62.251.160.0/19
  6713          62.251.192.0/18
  6713          62.251.192.0/19
  6713          62.251.224.0/19
  6713          62.251.245.0/24
 25695          64.57.112.0/20
 25695          64.57.112.0/24
 25695          64.57.113.0/24
 25695          64.57.114.0/24
 25695          64.57.116.0/24
 25695          64.57.117.0/24
 25695          64.57.118.0/24
 25695          64.57.119.0/24
 25695          64.57.122.0/24
 25695          64.57.123.0/24
 25695          64.57.124.0/24
 25695          64.57.125.0/24
 25695          64.57.126.0/24
 25695          64.57.127.0/24
 16637          66.8.0.0/17
 22572          66.18.64.0/20
 22572          66.18.80.0/21
 22572          66.18.88.0/22
 22572          66.18.92.0/23
 22572          66.18.94.0/24
 19711          69.63.64.0/20
 32398          69.63.73.0/24
 25818          69.67.32.0/20
 16422          77.220.0.0/19
 36882          80.67.128.0/24
  5713          80.72.96.0/20
 36992          80.75.160.0/19
 29614          80.87.64.0/19
 29614          80.87.92.0/23
 29614          80.87.92.0/24
 29614          80.87.93.0/24
 33779          80.88.12.0/22
 33779          80.88.12.0/24
 33779          80.88.14.0/24
 33779          80.88.15.0/24
 23456          80.95.0.0/22
 21280          80.240.192.0/20
 21280          80.240.196.0/24
 21391          80.246.0.0/20
 25163          80.248.0.0/24
 25163          80.248.1.0/24
 25163          80.248.2.0/24
 25163          80.248.3.0/24
 25163          80.248.4.0/24
 25163          80.248.5.0/24
 25163          80.248.6.0/24
 25163          80.248.7.0/24
 25163          80.248.8.0/24
 25163          80.248.9.0/24
 25163          80.248.10.0/24
 25163          80.248.11.0/24
 25163          80.248.12.0/24
 25163          80.248.13.0/24
 25163          80.248.14.0/24
 25163          80.248.15.0/24
 30982          80.248.64.0/20
  8513          80.248.64.0/21
 30982          80.248.64.0/24
 30982          80.248.65.0/24
 30982          80.248.66.0/24
 30982          80.248.67.0/24
 30982          80.248.68.0/24
 30982          80.248.69.0/24
 30982          80.248.70.0/24
 30982          80.248.71.0/24
 30982          80.248.72.0/24
 30982          80.248.73.0/24
 30982          80.248.74.0/24
 30982          80.248.75.0/24
 30982          80.248.76.0/24
 30982          80.248.77.0/24
 30982          80.248.78.0/24
 30982          80.248.79.0/24
 36947          80.249.64.0/20
 36947          80.249.66.0/24
  8452          81.10.0.0/17
  8452          81.10.4.0/24
  8452          81.10.5.0/24
  8452          81.10.6.0/24
  8452          81.10.9.0/24
  8452          81.10.11.0/24
  8452          81.10.13.0/24
  8452          81.10.15.0/24
  8452          81.10.17.0/24
  8452          81.10.23.0/24
  8452          81.10.25.0/24
  8452          81.10.26.0/24
  8452          81.10.29.0/24
  8452          81.10.33.0/24
  8452          81.10.42.0/24
  8452          81.10.44.0/24
  8452          81.10.47.0/24
  8452          81.10.50.0/24
  8452          81.10.56.0/24
  8452          81.10.62.0/24
  8452          81.10.63.0/24
  8452          81.10.65.0/24
  8452          81.10.66.0/24
  8452          81.10.67.0/24
  8452          81.10.69.0/24
  8452          81.10.73.0/24
  8452          81.10.75.0/24
  8452          81.10.76.0/24
  8452          81.10.77.0/24
  8452          81.10.78.0/24
  8452          81.10.79.0/24
  8452          81.10.80.0/24
  8452          81.10.81.0/24
  8452          81.10.82.0/24
  8452          81.10.83.0/24
  8452          81.10.84.0/24
  8452          81.10.85.0/24
  8452          81.10.86.0/24
  3328          81.10.97.0/24
  3328          81.10.98.0/24
  3328          81.10.100.0/24
  8452          81.10.102.0/24
  8452          81.10.104.0/24
  8452          81.10.106.0/24
  8452          81.10.107.0/24
  8452          81.10.111.0/24
  8452          81.10.114.0/24
  8452          81.10.115.0/24
  8452          81.10.116.0/22
  8452          81.10.122.0/23
  8452          81.10.124.0/22
  8452          81.10.127.0/24
 31065          81.21.97.0/24
 31065          81.21.98.0/24
 31065          81.21.99.0/24
 36885          81.21.101.0/24
 31065          81.21.102.0/24
 31065          81.21.103.0/24
 31065          81.21.104.0/24
 31065          81.21.105.0/24
 31065          81.21.106.0/24
 31065          81.21.107.0/24
 31065          81.21.109.0/24
 23456          81.26.64.0/22
 37422          81.26.72.0/24
 37422          81.26.73.0/24
 37422          81.26.74.0/24
 37422          81.26.75.0/24
 37422          81.26.76.0/24
 37422          81.26.77.0/24
 37422          81.26.78.0/24
 37422          81.26.79.0/24
 25364          81.29.96.0/24
 25364          81.29.97.0/24
 25364          81.29.98.0/24
 25364          81.29.99.0/24
 25364          81.29.100.0/24
 25364          81.29.101.0/24
 25364          81.29.102.0/24
 25364          81.29.103.0/24
 25364          81.29.104.0/24
 25364          81.29.105.0/24
 25364          81.29.106.0/24
 25364          81.29.107.0/24
 25364          81.29.108.0/24
 25364          81.29.109.0/24
 25364          81.29.110.0/24
 25364          81.29.111.0/24
 28683          81.91.224.0/22
 28683          81.91.224.0/24
 28683          81.91.225.0/24
 28683          81.91.228.0/22
 28683          81.91.228.0/24
 28683          81.91.232.0/22
 28683          81.91.236.0/22
 28683          81.91.236.0/24
 28683          81.91.238.0/24
 28683          81.91.239.0/24
  6713          81.192.0.0/16
  6713          81.192.0.0/17
  6713          81.192.0.0/20
  6713          81.192.16.0/20
  6713          81.192.26.0/24
  6713          81.192.32.0/20
  6713          81.192.61.0/24
  6713          81.192.62.0/24
  6713          81.192.63.0/24
  6713          81.192.64.0/24
  6713          81.192.68.0/24
  6713          81.192.87.0/24
  6713          81.192.93.0/24
  6713          81.192.96.0/20
  6713          81.192.107.0/24
  6713          81.192.112.0/20
  6713          81.192.144.0/20
  6713          81.192.147.0/24
  6713          81.192.160.0/20
  6713          81.192.160.0/21
  6713          81.192.176.0/21
  6713          81.192.190.0/24
  6713          81.192.191.0/24
  6713          81.192.192.0/20
  6713          81.192.199.0/24
  6713          81.192.208.0/20
  6713          81.192.211.0/24
  6713          81.192.215.0/24
  6713          81.192.224.0/24
  6713          81.192.225.0/24
  6713          81.192.226.0/24
  6713          81.192.228.0/24
  6713          81.192.238.0/24
  6713          81.192.239.0/24
  6713          81.192.240.0/20
 36954          82.128.0.0/20
 36954          82.128.0.0/21
 36954          82.128.16.0/21
 36954          82.128.16.0/23
 36954          82.128.18.0/23
 36954          82.128.20.0/22
 36954          82.128.24.0/21
 36954          82.128.24.0/22
 36954          82.128.28.0/22
 36954          82.128.32.0/21
 36954          82.128.32.0/22
 36954          82.128.36.0/22
 36954          82.128.40.0/21
 36954          82.128.48.0/21
 36954          82.128.56.0/21
 36954          82.128.56.0/22
 36954          82.128.60.0/22
 36954          82.128.64.0/21
 36954          82.128.64.0/24
 36954          82.128.65.0/24
 36954          82.128.66.0/24
 36954          82.128.67.0/24
 36954          82.128.68.0/24
 36954          82.128.69.0/24
 36954          82.128.70.0/24
 36954          82.128.71.0/24
 36954          82.128.72.0/21
 36954          82.128.72.0/22
 36954          82.128.76.0/22
 36954          82.128.80.0/21
 36954          82.128.80.0/22
 36954          82.128.84.0/22
 36954          82.128.88.0/22
 36954          82.128.88.0/23
 36954          82.128.90.0/23
 36954          82.128.92.0/24
 36954          82.128.93.0/24
 36954          82.128.104.0/21
 36954          82.128.112.0/21
 36954          82.128.112.0/22
 36954          82.128.116.0/22
 36954          82.128.120.0/22
 36954          82.128.121.0/24
 36954          82.128.122.0/24
 36954          82.128.124.0/24
 36954          82.128.125.0/24
 36954          82.128.126.0/24
 36954          82.128.127.0/24
 24835          82.129.128.0/17
 24835          82.129.128.0/18
 24835          82.129.128.0/19
 24835          82.129.130.0/24
 36935          82.129.132.0/24
 36935          82.129.144.0/24
 36935          82.129.145.0/24
 24835          82.129.160.0/19
 24835          82.129.192.0/18
 24835          82.129.192.0/19
 24835          82.129.213.0/24
 36935          82.129.223.0/24
 24835          82.129.224.0/19
 24835          82.129.224.0/24
 24835          82.129.238.0/24
 29544          82.151.64.0/19
 24863          82.201.128.0/17
 24863          82.201.128.0/19
 24863          82.201.128.0/24
 24863          82.201.129.0/24
 24863          82.201.130.0/24
 24863          82.201.131.0/24
 24863          82.201.132.0/24
 24863          82.201.133.0/24
 24863          82.201.134.0/24
 24863          82.201.135.0/24
 24863          82.201.136.0/24
 24863          82.201.137.0/24
 24863          82.201.138.0/24
 24863          82.201.139.0/24
 24863          82.201.140.0/24
 24863          82.201.141.0/24
 24863          82.201.142.0/24
 24863          82.201.143.0/24
 24863          82.201.144.0/24
 24863          82.201.145.0/24
 24863          82.201.148.0/23
 24863          82.201.150.0/23
 24863          82.201.152.0/23
 24863          82.201.156.0/22
 24863          82.201.160.0/22
 24863          82.201.164.0/22
 24863          82.201.168.0/23
 24863          82.201.170.0/23
 24863          82.201.172.0/23
 24863          82.201.174.0/23
 24863          82.201.176.0/23
 24863          82.201.178.0/23
 24863          82.201.180.0/23
 24863          82.201.182.0/23
 24863          82.201.184.0/23
 24863          82.201.186.0/23
 24863          82.201.188.0/23
 24863          82.201.190.0/23
 24863          82.201.192.0/23
 24863          82.201.194.0/23
 24863          82.201.196.0/23
 24863          82.201.198.0/23
 24863          82.201.200.0/23
 24863          82.201.202.0/23
 24863          82.201.204.0/23
 24863          82.201.206.0/23
 24863          82.201.208.0/23
 24863          82.201.210.0/23
 24863          82.201.212.0/23
 24863          82.201.214.0/23
 24863          82.201.216.0/23
 24863          82.201.218.0/23
 24863          82.201.220.0/23
 24863          82.201.222.0/23
 24863          82.201.224.0/23
 24863          82.201.226.0/23
 24863          82.201.230.0/23
 24863          82.201.232.0/23
 24863          82.201.234.0/23
 24863          82.201.236.0/23
 24863          82.201.238.0/23
 24863          82.201.242.0/23
 24863          82.201.244.0/23
 24863          82.201.248.0/23
 24863          82.201.252.0/23
 24863          82.201.254.0/23
 14988          83.143.24.0/21
 36992          84.36.0.0/16
 15475          84.36.61.0/24
 36992          84.36.245.0/24
 31619          84.205.96.0/19
 31619          84.205.96.0/24
 31619          84.205.97.0/24
 31619          84.205.98.0/24
 31619          84.205.99.0/24
 31619          84.205.101.0/24
 31619          84.205.102.0/24
 31619          84.205.103.0/24
 31619          84.205.104.0/24
 36992          84.233.0.0/17
  5713          87.255.96.0/19
 37168          105.0.0.0/12
 37168          105.0.0.0/13
 37168          105.0.0.0/14
 37168          105.4.0.0/14
 37168          105.8.0.0/13
 37168          105.8.0.0/14
 37168          105.12.0.0/14
 37100          105.16.0.0/12
 37069          105.32.0.0/12
 37069          105.32.0.0/13
 37069          105.40.0.0/13
 33771          105.48.0.0/13
 33771          105.56.0.0/14
 33771          105.60.0.0/14
 36884          105.64.0.0/13
 36884          105.72.0.0/13
 36992          105.80.0.0/14
 36992          105.80.0.0/18
 36992          105.80.64.0/18
 36992          105.80.128.0/18
 36992          105.80.192.0/18
 36992          105.81.0.0/18
 36992          105.81.64.0/18
 36992          105.81.128.0/18
 36992          105.81.192.0/18
 36992          105.82.0.0/18
 36992          105.82.64.0/18
 36992          105.82.128.0/18
 36992          105.82.192.0/18
 36992          105.83.0.0/18
 36992          105.83.64.0/18
 36992          105.83.128.0/18
 36992          105.83.192.0/18
 36992          105.84.0.0/14
 36992          105.84.0.0/18
 36992          105.84.64.0/18
 36992          105.84.128.0/18
 36992          105.84.192.0/18
 36992          105.85.0.0/18
 36992          105.85.64.0/18
 36992          105.85.128.0/18
 36992          105.85.192.0/18
 36992          105.86.0.0/18
 36992          105.86.64.0/18
 36992          105.86.128.0/18
 36992          105.86.192.0/18
 36992          105.87.0.0/18
 36992          105.87.64.0/18
 36992          105.87.128.0/18
 36992          105.87.192.0/18
 36992          105.88.0.0/14
 36992          105.88.0.0/16
 36992          105.89.0.0/17
 36992          105.89.128.0/17
 36992          105.90.0.0/18
 36992          105.90.64.0/18
 36992          105.90.128.0/18
 36992          105.90.192.0/18
 36992          105.91.0.0/18
 36992          105.91.64.0/18
 36992          105.91.128.0/18
 36992          105.91.192.0/18
 36992          105.92.0.0/14
 36992          105.92.0.0/17
 36992          105.92.128.0/17
 36992          105.93.0.0/17
 36992          105.93.128.0/17
 36992          105.94.0.0/18
 36992          105.94.64.0/18
 36992          105.94.128.0/18
 36992          105.94.192.0/18
 36992          105.95.0.0/18
 36992          105.95.64.0/18
 36992          105.95.128.0/18
 36992          105.95.192.0/18
 36947          105.96.0.0/12
 36947          105.96.0.0/16
 36947          105.96.0.0/22
 36947          105.96.0.0/24
 36947          105.96.18.0/24
 36947          105.96.22.0/24
 36947          105.96.34.0/24
 36947          105.96.49.0/24
 36947          105.96.51.0/24
 36947          105.96.52.0/24
 36947          105.96.64.0/24
 36947          105.96.66.0/24
 36947          105.96.67.0/24
 36947          105.96.68.0/24
 36947          105.96.104.0/23
 36947          105.96.106.0/24
 36947          105.96.108.0/24
 36947          105.97.64.0/18
 36947          105.98.0.0/17
 36947          105.98.192.0/18
 36947          105.99.0.0/17
 36947          105.99.128.0/17
 36947          105.100.0.0/18
 36947          105.100.128.0/18
 36947          105.100.192.0/18
 36947          105.101.0.0/16
 36947          105.102.0.0/19
 36947          105.102.32.0/19
 36947          105.102.64.0/18
 36947          105.102.128.0/17
 36947          105.103.0.0/18
 36947          105.103.64.0/19
 36947          105.103.96.0/19
 36947          105.103.128.0/17
 36947          105.104.32.0/19
 36947          105.104.64.0/18
 36947          105.106.0.0/16
 36947          105.107.0.0/17
 36947          105.107.128.0/18
 36947          105.107.192.0/18
 36947          105.108.0.0/17
 36947          105.108.128.0/17
 36947          105.109.0.0/17
 36947          105.109.128.0/19
 36947          105.109.160.0/19
 36947          105.109.192.0/18
 36947          105.111.0.0/16
 36947          105.111.0.0/17
 36947          105.111.128.0/18
 36947          105.111.192.0/18
 36873          105.112.0.0/24
 36873          105.112.1.0/24
 36873          105.112.2.0/24
 36873          105.112.3.0/24
 36873          105.112.8.0/24
 36873          105.112.9.0/24
 36873          105.112.10.0/24
  6713          105.128.0.0/12
  6713          105.128.0.0/16
  6713          105.129.0.0/16
  6713          105.130.0.0/16
  6713          105.131.0.0/16
  6713          105.132.0.0/16
  6713          105.133.0.0/16
  6713          105.134.0.0/16
  6713          105.135.0.0/16
  6713          105.136.0.0/16
  6713          105.137.0.0/16
  6713          105.138.0.0/16
  6713          105.139.0.0/16
  6713          105.140.0.0/16
  6713          105.141.0.0/16
  6713          105.142.0.0/16
  6713          105.143.0.0/16
  6713          105.144.0.0/19
  6713          105.144.32.0/19
  6713          105.144.64.0/19
  6713          105.144.96.0/19
  6713          105.144.128.0/19
  6713          105.144.160.0/19
  6713          105.144.192.0/19
  6713          105.144.224.0/19
  6713          105.145.0.0/19
  6713          105.145.32.0/21
  6713          105.146.0.0/16
  6713          105.147.0.0/16
  6713          105.148.0.0/16
  6713          105.149.0.0/16
  6713          105.150.0.0/16
  6713          105.151.0.0/16
  6713          105.152.0.0/16
  6713          105.153.0.0/16
 36903          105.154.0.0/21
 36903          105.154.8.0/21
 36903          105.154.16.0/21
 36903          105.154.24.0/21
 36903          105.154.32.0/21
 36903          105.154.40.0/21
 36903          105.154.48.0/21
 36903          105.154.56.0/21
 36903          105.154.64.0/21
 36903          105.154.72.0/21
 36903          105.154.80.0/21
 36903          105.154.88.0/21
 36903          105.154.96.0/21
 36903          105.154.104.0/21
 36903          105.154.112.0/21
 36903          105.154.120.0/21
 36903          105.154.128.0/21
 36903          105.154.136.0/21
 36903          105.154.144.0/21
 36903          105.154.152.0/21
 36903          105.154.160.0/21
 36903          105.154.168.0/21
 36903          105.154.176.0/21
 36903          105.154.184.0/21
 36903          105.154.192.0/21
 36903          105.154.200.0/21
 36903          105.154.208.0/21
 36903          105.154.216.0/21
 36903          105.154.224.0/21
 36903          105.154.232.0/21
 36903          105.154.240.0/21
 36903          105.154.248.0/21
 36903          105.155.0.0/21
 36903          105.155.8.0/21
 36903          105.155.16.0/21
 36903          105.155.24.0/21
 36903          105.155.32.0/21
 36903          105.155.40.0/21
 36903          105.155.48.0/21
 36903          105.155.56.0/21
 36903          105.155.64.0/21
 36903          105.155.72.0/21
 36903          105.155.80.0/21
 36903          105.155.88.0/21
 36903          105.155.96.0/21
 36903          105.155.104.0/21
 36903          105.155.112.0/21
 36903          105.155.120.0/21
 36903          105.155.128.0/21
 36903          105.155.136.0/21
 36903          105.155.144.0/21
 36903          105.155.152.0/21
 36903          105.155.160.0/21
 36903          105.155.168.0/21
 36903          105.155.176.0/21
 36903          105.155.184.0/21
 36903          105.155.192.0/21
 36903          105.155.200.0/21
 36903          105.155.208.0/21
 36903          105.155.216.0/21
 36903          105.155.224.0/21
 36903          105.155.232.0/21
 36903          105.155.240.0/21
 36903          105.156.0.0/21
 36903          105.156.8.0/21
 36903          105.156.16.0/21
 36903          105.156.24.0/21
 36903          105.156.32.0/21
 36903          105.156.40.0/21
 36903          105.156.48.0/21
 36903          105.156.56.0/21
 36903          105.156.64.0/21
 36903          105.156.72.0/21
 36903          105.156.80.0/21
 36903          105.156.88.0/21
 36903          105.156.96.0/21
 36903          105.156.104.0/21
 36903          105.156.112.0/21
 36903          105.156.120.0/21
 36903          105.156.128.0/21
 36903          105.156.136.0/21
 36903          105.156.144.0/21
 36903          105.156.152.0/21
 36903          105.156.160.0/21
 36903          105.156.168.0/21
 36903          105.156.176.0/21
 36903          105.156.184.0/21
 36903          105.156.192.0/21
 36903          105.156.200.0/21
 36903          105.156.208.0/21
 36903          105.156.216.0/21
 36903          105.156.224.0/21
 36903          105.156.232.0/21
 36903          105.156.240.0/21
 36903          105.156.248.0/21
  6713          105.157.0.0/16
 36903          105.157.0.0/21
 36903          105.157.8.0/21
 36903          105.157.16.0/21
 36903          105.157.24.0/21
 36903          105.157.32.0/21
 36903          105.157.40.0/21
 36903          105.157.48.0/21
 36903          105.157.56.0/21
 36903          105.157.64.0/21
 36903          105.157.72.0/21
 36903          105.157.80.0/21
 36903          105.157.88.0/21
 36903          105.157.96.0/21
 36903          105.157.104.0/21
 36903          105.157.112.0/21
 36903          105.157.120.0/21
 36903          105.157.128.0/21
 36903          105.157.136.0/21
 36903          105.157.144.0/21
 36903          105.157.152.0/21
 36903          105.157.160.0/21
 36903          105.157.168.0/21
 36903          105.157.176.0/21
 36903          105.157.184.0/21
 36903          105.157.192.0/21
 36903          105.157.200.0/21
 36903          105.157.208.0/21
 36903          105.157.216.0/21
 36903          105.157.224.0/21
 36903          105.157.232.0/21
 36903          105.157.240.0/21
 36903          105.157.248.0/21
 36903          105.158.0.0/21
 36903          105.158.8.0/21
 36903          105.158.16.0/21
 36903          105.158.24.0/21
 36903          105.158.32.0/21
 36903          105.158.40.0/21
 36903          105.158.48.0/21
 36903          105.158.56.0/21
 36903          105.158.64.0/21
 36903          105.158.72.0/21
 36903          105.158.80.0/21
 36903          105.158.88.0/21
 36903          105.158.96.0/21
 36903          105.158.104.0/21
 36903          105.158.112.0/21
 36903          105.158.120.0/21
 36903          105.158.128.0/21
 36903          105.158.136.0/21
 36903          105.158.144.0/21
 36903          105.158.152.0/21
 36903          105.158.160.0/21
 36903          105.158.168.0/21
 36903          105.158.176.0/21
 36903          105.158.184.0/21
 36903          105.158.192.0/21
 36903          105.158.200.0/21
 36903          105.158.208.0/21
 36903          105.158.216.0/21
 36903          105.158.224.0/21
 36903          105.158.232.0/21
 36903          105.158.240.0/21
  6713          105.159.0.0/16
  6713          105.159.0.0/17
 36903          105.159.0.0/21
 36903          105.159.8.0/21
 36903          105.159.16.0/21
 36903          105.159.24.0/21
 36903          105.159.32.0/21
 36903          105.159.40.0/21
 36903          105.159.48.0/21
 36903          105.159.56.0/21
 36903          105.159.64.0/21
 36903          105.159.72.0/21
 36903          105.159.80.0/21
 36903          105.159.88.0/21
 36903          105.159.96.0/21
 36903          105.159.104.0/21
 36903          105.159.112.0/21
 36903          105.159.120.0/21
 36903          105.159.128.0/21
 36903          105.159.136.0/21
 36903          105.159.144.0/21
 36903          105.159.152.0/21
 36903          105.159.160.0/21
 36903          105.159.168.0/21
 36903          105.159.176.0/21
 36903          105.159.184.0/21
 36903          105.159.192.0/21
 36903          105.159.200.0/21
 36903          105.159.208.0/21
 36903          105.159.216.0/21
 36903          105.159.224.0/21
 36903          105.159.232.0/21
 36903          105.159.240.0/21
 33771          105.160.0.0/13
 33771          105.160.0.0/14
 33771          105.164.0.0/14
 37119          105.168.0.0/14
 37119          105.168.0.0/16
 37119          105.172.0.0/14
 37119          105.172.0.0/16
 16637          105.176.0.0/15
 37228          105.178.0.0/15
 37069          105.180.0.0/14
 37069          105.180.0.0/15
 37069          105.182.0.0/15
 37457          105.184.0.0/14
 37457          105.184.0.0/16
 37457          105.185.0.0/16
 37457          105.186.0.0/16
 37457          105.187.0.0/16
 36925          105.188.0.0/14
 36925          105.188.64.0/18
 36925          105.188.128.0/17
 36925          105.188.128.0/18
 36925          105.188.192.0/18
 36925          105.189.0.0/17
 36925          105.189.0.0/18
 36925          105.189.64.0/18
 36925          105.189.128.0/17
 36925          105.189.128.0/18
 36925          105.189.192.0/18
 36925          105.190.0.0/17
 36925          105.190.0.0/18
 36925          105.190.64.0/18
 36925          105.190.128.0/17
 36925          105.190.128.0/18
 36925          105.190.192.0/18
 36925          105.191.128.0/19
 36925          105.191.160.0/19
 36925          105.191.192.0/18
 36925          105.191.192.0/19
 36925          105.191.224.0/19
 37069          105.192.0.0/14
 37069          105.192.0.0/15
 37069          105.194.0.0/15
 24835          105.196.0.0/14
 24835          105.198.0.0/15
