APNIC Allocated Address Table
-----------------------------

Origin AS       Network
 55410          182.19.61.0/24
 55410          182.19.62.0/24
 55410          182.19.63.0/24
 55410          182.19.64.0/20
 55410          182.19.64.0/24
 55410          182.19.68.0/24
 55410          182.19.78.0/24
 55410          182.19.79.0/24
 55410          182.19.80.0/21
 55410          182.19.80.0/24
 55410          182.19.81.0/24
 55410          182.19.83.0/24
 55410          182.19.84.0/22
 55410          182.19.88.0/24
 55410          182.19.89.0/24
 55410          182.19.91.0/24
 55410          182.19.95.0/24
 55430          182.19.128.0/17
 55430          182.19.128.0/24
 55430          182.19.129.0/24
 55430          182.19.130.0/24
 55430          182.19.131.0/24
 55430          182.19.132.0/24
 55430          182.19.133.0/24
 55430          182.19.134.0/24
 55430          182.19.135.0/24
 55430          182.19.136.0/24
 55430          182.19.137.0/24
 55430          182.19.138.0/24
 55430          182.19.139.0/24
 55430          182.19.140.0/24
 55430          182.19.141.0/24
 55430          182.19.142.0/24
 55430          182.19.143.0/24
 55430          182.19.154.0/24
 55430          182.19.156.0/24
 55430          182.19.157.0/24
 55430          182.19.160.0/24
 55430          182.19.161.0/24
 55430          182.19.162.0/24
 55430          182.19.163.0/24
 55430          182.19.164.0/24
 55430          182.19.165.0/24
 55430          182.19.166.0/24
 55430          182.19.167.0/24
 55430          182.19.168.0/24
 55430          182.19.169.0/24
 55430          182.19.170.0/24
 55430          182.19.171.0/24
 55430          182.19.172.0/24
 55430          182.19.173.0/24
 55430          182.19.174.0/24
 55430          182.19.175.0/24
 55430          182.19.176.0/24
 55430          182.19.177.0/24
 55430          182.19.178.0/24
 55430          182.19.179.0/24
 55430          182.19.180.0/24
 55430          182.19.181.0/24
 55430          182.19.182.0/24
 55430          182.19.183.0/24
 55430          182.19.184.0/24
 55430          182.19.185.0/24
 55430          182.19.186.0/24
 55430          182.19.187.0/24
 55430          182.19.188.0/24
 55430          182.19.189.0/24
 55430          182.19.190.0/24
 55430          182.19.191.0/24
 55430          182.19.192.0/24
 55430          182.19.193.0/24
 55430          182.19.194.0/24
 55430          182.19.195.0/24
 55430          182.19.196.0/24
 55430          182.19.197.0/24
 55430          182.19.198.0/24
 55430          182.19.199.0/24
 55430          182.19.200.0/24
 55430          182.19.201.0/24
 55430          182.19.202.0/24
 55430          182.19.203.0/24
 55430          182.19.204.0/24
 55430          182.19.205.0/24
 55430          182.19.206.0/24
 55430          182.19.207.0/24
 55430          182.19.208.0/24
 55430          182.19.209.0/24
 55430          182.19.210.0/24
 55430          182.19.211.0/24
 55430          182.19.212.0/24
 55430          182.19.213.0/24
 55430          182.19.214.0/24
 55430          182.19.215.0/24
 55430          182.19.216.0/24
 55430          182.19.217.0/24
 55430          182.19.218.0/24
 55430          182.19.219.0/24
 55430          182.19.220.0/24
 55430          182.19.221.0/24
 55430          182.19.222.0/24
 55430          182.19.223.0/24
 55430          182.19.224.0/24
 55430          182.19.225.0/24
 55430          182.19.226.0/24
 55430          182.19.227.0/24
 55430          182.19.228.0/24
 55430          182.19.229.0/24
 55430          182.19.230.0/24
 55430          182.19.231.0/24
 55430          182.19.232.0/24
 55430          182.19.233.0/24
 55430          182.19.234.0/24
 55430          182.19.235.0/24
 55430          182.19.236.0/24
 55430          182.19.237.0/24
 55430          182.19.238.0/24
 55430          182.19.239.0/24
 55430          182.19.240.0/24
 55430          182.19.241.0/24
 55430          182.19.242.0/24
 55430          182.19.243.0/24
 55430          182.19.244.0/24
 55430          182.19.245.0/24
 55430          182.19.246.0/24
 55430          182.19.247.0/24
 55430          182.19.248.0/24
 55430          182.19.249.0/24
 55430          182.19.250.0/24
 55430          182.19.251.0/24
  9874          182.19.252.0/24
  9874          182.19.253.0/24
  9874          182.19.254.0/24
  9874          182.19.255.0/24
 10010          182.20.0.0/16
 10010          182.21.0.0/17
 10010          182.21.128.0/17
 23816          182.22.0.0/17
  9609          182.22.128.0/17
  9609          182.22.128.0/19
  9609          182.22.224.0/19
  4800          182.23.3.0/24
 38513          182.23.8.0/24
 38513          182.23.9.0/24
 38513          182.23.10.0/24
 38513          182.23.11.0/24
  4800          182.23.32.0/19
  4800          182.23.32.0/22
  4800          182.23.32.0/24
  4800          182.23.33.0/24
  4800          182.23.34.0/24
  4800          182.23.35.0/24
  4800          182.23.36.0/22
  4800          182.23.36.0/24
  4800          182.23.37.0/24
  4800          182.23.38.0/24
  4800          182.23.39.0/24
  4800          182.23.40.0/22
  4800          182.23.40.0/24
  4800          182.23.41.0/24
  4800          182.23.42.0/24
  4800          182.23.43.0/24
  4800          182.23.44.0/24
  4800          182.23.46.0/24
  4800          182.23.48.0/21
  4800          182.23.48.0/24
  4800          182.23.49.0/24
  4800          182.23.50.0/24
  4800          182.23.51.0/24
  4800          182.23.52.0/24
  4800          182.23.53.0/24
  4800          182.23.54.0/24
  4800          182.23.55.0/24
  4800          182.23.56.0/24
  4800          182.23.57.0/24
  4800          182.23.58.0/24
  4800          182.23.59.0/24
  4800          182.23.60.0/24
  4800          182.23.61.0/24
  4800          182.23.62.0/24
  4800          182.23.63.0/24
  4800          182.23.64.0/20
  4800          182.23.64.0/24
  4800          182.23.65.0/24
  4800          182.23.66.0/24
  4800          182.23.67.0/24
  4800          182.23.80.0/22
  4800          182.23.80.0/24
  4800          182.23.81.0/24
  4800          182.23.82.0/24
  4800          182.23.83.0/24
 23456          182.23.128.0/22
 23456          182.23.130.0/23
 23456          182.23.132.0/22
 23456          182.23.132.0/23
 23456          182.23.136.0/23
 23456          182.23.137.0/24
 23456          182.23.140.0/24
 23456          182.23.143.0/24
 45166          182.23.144.0/23
 45166          182.23.144.0/24
 45166          182.23.145.0/24
 45166          182.23.146.0/23
 45166          182.23.146.0/24
 45166          182.23.147.0/24
 45166          182.23.148.0/23
 45166          182.23.148.0/24
 45166          182.23.150.0/23
 45166          182.23.150.0/24
 45166          182.23.151.0/24
 45166          182.23.152.0/23
 45166          182.23.152.0/24
 45166          182.23.153.0/24
 45166          182.23.154.0/23
 45166          182.23.154.0/24
 45166          182.23.156.0/23
 45166          182.23.157.0/24
 45166          182.23.158.0/23
 45166          182.23.158.0/24
 45166          182.23.159.0/24
 55720          182.23.160.0/21
 55454          182.23.176.0/21
  9268          182.23.192.0/24
 38638          182.23.208.0/24
 38638          182.23.209.0/24
 38638          182.23.210.0/24
 38638          182.23.211.0/24
 55422          182.23.212.0/24
 55422          182.23.214.0/24
 55422          182.23.215.0/24
 18135          182.23.216.0/21
  9354          182.23.224.0/19
  4795          182.24.0.0/14
  4795          182.24.0.0/15
  4795          182.26.0.0/15
  4795          182.28.0.0/14
  4795          182.28.0.0/15
  4795          182.30.0.0/16
  4795          182.30.6.0/23
  4795          182.30.248.0/23
  4795          182.30.250.0/23
  4795          182.30.252.0/23
  4795          182.30.254.0/23
  9694          182.31.0.0/16
  9694          182.31.0.0/21
  9694          182.31.8.0/21
  9694          182.31.16.0/21
  9694          182.31.24.0/21
  9694          182.31.32.0/21
  9694          182.31.40.0/21
  9694          182.31.48.0/21
  9694          182.31.56.0/21
  9694          182.31.64.0/21
  9694          182.31.72.0/21
  9694          182.31.80.0/21
  9694          182.31.88.0/21
  9694          182.31.96.0/21
  9694          182.31.104.0/21
  9694          182.31.112.0/21
  9694          182.31.120.0/21
  9694          182.31.160.0/21
  9694          182.31.168.0/21
  9694          182.31.176.0/21
  9694          182.31.184.0/21
  9694          182.31.224.0/21
  9694          182.31.232.0/21
  9694          182.31.240.0/21
  9694          182.31.248.0/21
  4134          182.32.0.0/12
  9371          182.48.0.0/18
 58715          182.48.64.0/19
 58715          182.48.64.0/24
 58715          182.48.65.0/24
 58715          182.48.66.0/24
 58715          182.48.67.0/24
 58715          182.48.68.0/24
 58715          182.48.69.0/24
 58715          182.48.71.0/24
 58715          182.48.72.0/24
 58715          182.48.73.0/24
 58715          182.48.75.0/24
 58715          182.48.76.0/24
 58715          182.48.77.0/24
 58715          182.48.78.0/24
 58715          182.48.79.0/24
 58715          182.48.80.0/24
 58715          182.48.83.0/24
 58715          182.48.84.0/24
 58715          182.48.85.0/24
 58715          182.48.86.0/24
 58715          182.48.87.0/24
 58715          182.48.88.0/24
 58715          182.48.89.0/24
 58715          182.48.93.0/24
 58715          182.48.94.0/24
 58715          182.48.95.0/24
  4808          182.48.96.0/20
  4847          182.48.112.0/21
  9245          182.48.128.0/21
  9245          182.48.136.0/21
  9245          182.48.136.0/23
  9245          182.48.144.0/21
  9245          182.48.144.0/23
  9245          182.48.150.0/23
  9245          182.48.152.0/21
  9245          182.48.152.0/23
 46030          182.48.160.0/19
 46030          182.48.160.0/21
 46030          182.48.168.0/21
 46030          182.48.176.0/21
 58384          182.48.183.0/24
 46030          182.48.184.0/21
 45769          182.48.192.0/24
 45769          182.48.193.0/24
 45769          182.48.194.0/24
 45769          182.48.195.0/24
 45769          182.48.196.0/24
 45769          182.48.197.0/24
 45769          182.48.198.0/24
 45769          182.48.199.0/24
 45769          182.48.200.0/24
 45769          182.48.201.0/24
 45769          182.48.202.0/24
 45769          182.48.203.0/24
 45769          182.48.204.0/24
 45769          182.48.205.0/24
 45769          182.48.206.0/24
 45769          182.48.207.0/24
 45769          182.48.208.0/24
 45769          182.48.209.0/24
 45769          182.48.210.0/24
 45769          182.48.211.0/24
 45769          182.48.212.0/24
 45769          182.48.213.0/24
 45769          182.48.214.0/24
 45769          182.48.215.0/24
 45769          182.48.216.0/24
 45769          182.48.217.0/24
 45769          182.48.218.0/24
 45769          182.48.219.0/24
 45769          182.48.220.0/24
 45769          182.48.221.0/24
 45769          182.48.222.0/24
 45769          182.48.223.0/24
 45769          182.48.224.0/24
 45769          182.48.225.0/24
 45769          182.48.226.0/24
 45769          182.48.227.0/24
 45769          182.48.228.0/24
 45769          182.48.229.0/24
 45769          182.48.230.0/24
 45769          182.48.231.0/24
 45769          182.48.234.0/24
 45769          182.48.235.0/24
 45769          182.48.236.0/24
 45769          182.48.237.0/24
 45769          182.48.239.0/24
 45769          182.48.240.0/24
 45769          182.48.241.0/24
 45769          182.48.242.0/24
 45769          182.48.243.0/24
 45769          182.48.244.0/24
 45769          182.48.245.0/24
 45769          182.48.247.0/24
 45769          182.48.248.0/24
 45769          182.48.249.0/24
 45769          182.48.250.0/24
 45769          182.48.251.0/24
 45769          182.48.252.0/24
 45769          182.48.253.0/24
  9395          182.50.0.0/22
  4847          182.50.8.0/22
 45980          182.50.16.0/20
 45980          182.50.16.0/24
 45980          182.50.17.0/24
 45980          182.50.18.0/24
 45980          182.50.19.0/24
 45980          182.50.20.0/24
 45980          182.50.23.0/24
 45980          182.50.24.0/24
 45980          182.50.25.0/24
 45980          182.50.26.0/24
 45980          182.50.27.0/24
 45980          182.50.28.0/24
 45980          182.50.29.0/24
 45980          182.50.30.0/24
 10049          182.50.32.0/19
 55427          182.50.64.0/22
 55427          182.50.64.0/24
 55427          182.50.65.0/24
 55427          182.50.66.0/24
 55427          182.50.67.0/24
 38227          182.50.72.0/22
 14340          182.50.76.0/22
 55423          182.50.80.0/22
 55423          182.50.80.0/24
 55423          182.50.82.0/24
 45629          182.50.84.0/23
 55423          182.50.86.0/24
 45629          182.50.87.0/24
 55423          182.50.88.0/22
 55423          182.50.92.0/23
 45629          182.50.94.0/24
 45629          182.50.95.0/24
 23661          182.50.96.0/21
 23661          182.50.104.0/21
 23724          182.50.112.0/21
 23724          182.50.120.0/22
 23724          182.50.124.0/23
 23724          182.50.126.0/23
 26496          182.50.128.0/19
 26496          182.50.128.0/22
 26496          182.50.132.0/22
 26496          182.50.140.0/22
 26496          182.50.144.0/22
 26496          182.50.148.0/22
 26496          182.50.152.0/22
 45641          182.50.160.0/22
 24255          182.50.164.0/22
 38800          182.50.168.0/22
 38800          182.50.169.0/24
 38800          182.50.170.0/24
 38800          182.50.171.0/24
 55434          182.50.176.0/24
 55784          182.50.191.0/24
  4721          182.50.192.0/19
  4721          182.50.224.0/20
 45786          182.50.240.0/20
 45786          182.50.240.0/21
 45786          182.50.240.0/24
 45786          182.50.241.0/24
 45786          182.50.242.0/24
 45786          182.50.243.0/24
 45786          182.50.244.0/24
 45786          182.50.245.0/24
 45786          182.50.246.0/24
 45786          182.50.247.0/24
 45786          182.50.248.0/21
 45786          182.50.248.0/24
 45786          182.50.249.0/24
 45786          182.50.250.0/24
 45786          182.50.251.0/24
 45786          182.50.252.0/24
 45786          182.50.253.0/24
 45786          182.50.254.0/24
 45786          182.50.255.0/24
 20940          182.51.200.0/22
  9737          182.52.0.0/16
  9737          182.52.0.0/17
  9737          182.52.0.0/18
  9737          182.52.0.0/19
 23969          182.52.28.0/23
 23969          182.52.30.0/24
  9737          182.52.32.0/19
 23969          182.52.48.0/24
 23969          182.52.60.0/24
 23969          182.52.61.0/24
 23969          182.52.62.0/24
 23969          182.52.63.0/24
 23969          182.52.68.0/24
 23969          182.52.70.0/24
 23969          182.52.72.0/24
 23969          182.52.73.0/24
 23969          182.52.74.0/24
 23969          182.52.75.0/24
 23969          182.52.76.0/24
 23969          182.52.77.0/24
 23969          182.52.78.0/24
 23969          182.52.79.0/24
 23969          182.52.80.0/24
 23969          182.52.81.0/24
 23969          182.52.82.0/24
 23969          182.52.84.0/24
 23969          182.52.86.0/24
 23969          182.52.88.0/24
 23969          182.52.92.0/24
 23969          182.52.94.0/24
  9737          182.52.96.0/19
 23969          182.52.96.0/24
 23969          182.52.98.0/24
 23969          182.52.99.0/24
 23969          182.52.101.0/24
 23969          182.52.102.0/24
 23969          182.52.105.0/24
 23969          182.52.106.0/24
 23969          182.52.107.0/24
 23969          182.52.112.0/24
 23969          182.52.116.0/22
  9737          182.52.128.0/17
  9737          182.52.128.0/18
  9737          182.52.128.0/19
 23969          182.52.130.0/24
 23969          182.52.131.0/24
 23969          182.52.132.0/24
 23969          182.52.133.0/24
 23969          182.52.135.0/24
 23969          182.52.137.0/24
 23969          182.52.138.0/23
 23969          182.52.140.0/24
 23969          182.52.141.0/24
 23969          182.52.142.0/24
 23969          182.52.143.0/24
  9737          182.52.192.0/18
 23969          182.52.225.0/24
 23969          182.52.226.0/24
 23969          182.52.227.0/24
 23969          182.52.229.0/24
 23969          182.52.230.0/24
 23969          182.52.231.0/24
 23969          182.52.232.0/24
 23969          182.52.234.0/24
 23969          182.52.237.0/24
 23969          182.52.239.0/24
 23969          182.52.241.0/24
 23969          182.52.242.0/24
 23969          182.52.243.0/24
 23969          182.52.244.0/24
 23969          182.52.245.0/24
 23969          182.52.246.0/24
 23969          182.52.247.0/24
 23969          182.52.248.0/24
 23969          182.52.249.0/24
 23969          182.52.250.0/24
 23969          182.52.251.0/24
  9737          182.53.0.0/16
  9737          182.53.0.0/17
  9737          182.53.0.0/18
  9737          182.53.0.0/19
  9737          182.53.64.0/18
  9737          182.53.128.0/17
  9737          182.53.192.0/18
  4837          182.54.0.0/17
 18025          182.54.132.0/22
 18025          182.54.136.0/22
 18025          182.54.140.0/22
 18025          182.54.144.0/22
 18025          182.54.148.0/22
 45637          182.54.160.0/20
 23661          182.54.176.0/20
 24028          182.54.192.0/19
 24028          182.54.192.0/22
 24028          182.54.194.0/24
 24028          182.54.196.0/24
 24028          182.54.197.0/24
 24028          182.54.198.0/24
 24028          182.54.199.0/24
 24028          182.54.200.0/22
 24028          182.54.204.0/22
 24028          182.54.208.0/22
 24028          182.54.212.0/22
 24028          182.54.216.0/22
 24028          182.54.220.0/22
 55486          182.54.224.0/24
 55486          182.54.225.0/24
 55486          182.54.226.0/24
 55486          182.54.227.0/24
 56094          182.54.228.0/24
 56094          182.54.229.0/24
 56094          182.54.230.0/24
 56094          182.54.231.0/24
 38220          182.54.232.0/24
 45887          182.54.233.0/24
 21560          182.54.234.0/24
 16371          182.54.235.0/24
 45887          182.54.236.0/24
 20860          182.54.237.0/24
 55375          182.54.240.0/22
 55430          182.55.0.0/16
 55430          182.55.0.0/21
 55430          182.55.2.0/23
 55430          182.55.4.0/22
 55430          182.55.8.0/21
 55430          182.55.8.0/22
 55430          182.55.12.0/22
 55430          182.55.16.0/21
 55430          182.55.16.0/22
 55430          182.55.20.0/22
 55430          182.55.24.0/21
 55430          182.55.24.0/22
 55430          182.55.28.0/22
 55430          182.55.32.0/21
 55430          182.55.32.0/23
 55430          182.55.34.0/24
 55430          182.55.36.0/22
 55430          182.55.40.0/21
 55430          182.55.40.0/23
 55430          182.55.42.0/24
 55430          182.55.43.0/24
 55430          182.55.44.0/22
 55430          182.55.48.0/21
 55430          182.55.48.0/22
 55430          182.55.52.0/22
 55430          182.55.56.0/21
 55430          182.55.56.0/22
 55430          182.55.60.0/22
 55430          182.55.64.0/21
 55430          182.55.72.0/21
 55430          182.55.72.0/22
 55430          182.55.76.0/22
 55430          182.55.80.0/21
 55430          182.55.80.0/22
 55430          182.55.84.0/22
 55430          182.55.88.0/21
 55430          182.55.88.0/22
 55430          182.55.92.0/22
 55430          182.55.96.0/21
 55430          182.55.96.0/22
 55430          182.55.100.0/22
 55430          182.55.104.0/21
 55430          182.55.104.0/22
 55430          182.55.108.0/22
 55430          182.55.112.0/21
 55430          182.55.112.0/22
 55430          182.55.116.0/22
 55430          182.55.120.0/21
 55430          182.55.120.0/23
 55430          182.55.122.0/24
 55430          182.55.124.0/22
 55430          182.55.128.0/21
 55430          182.55.128.0/22
 55430          182.55.132.0/23
 55430          182.55.134.0/24
 55430          182.55.135.0/24
 55430          182.55.136.0/21
 55430          182.55.136.0/22
 55430          182.55.140.0/22
 55430          182.55.144.0/21
 55430          182.55.144.0/22
 55430          182.55.148.0/22
 55430          182.55.152.0/21
 55430          182.55.152.0/22
 55430          182.55.156.0/22
 55430          182.55.160.0/20
 55430          182.55.176.0/21
 55430          182.55.176.0/22
 55430          182.55.180.0/22
 55430          182.55.184.0/21
 55430          182.55.184.0/22
 55430          182.55.188.0/22
 55430          182.55.192.0/21
 55430          182.55.192.0/22
 55430          182.55.196.0/22
 55430          182.55.200.0/21
 55430          182.55.200.0/22
 55430          182.55.204.0/22
 55430          182.55.208.0/21
 55430          182.55.208.0/22
 55430          182.55.216.0/21
 55430          182.55.216.0/22
 55430          182.55.220.0/23
 55430          182.55.222.0/24
 55430          182.55.223.0/24
 55430          182.55.224.0/21
 55430          182.55.224.0/24
 55430          182.55.225.0/24
 55430          182.55.226.0/24
 55430          182.55.227.0/24
 55430          182.55.228.0/24
 55430          182.55.229.0/24
 55430          182.55.230.0/24
 55430          182.55.231.0/24
 55430          182.55.232.0/21
 55430          182.55.233.0/24
 55430          182.55.234.0/24
 55430          182.55.236.0/24
 55430          182.55.237.0/24
 55430          182.55.238.0/24
 55430          182.55.239.0/24
 55430          182.55.240.0/21
 55430          182.55.241.0/24
 55430          182.55.242.0/24
 55430          182.55.243.0/24
 55430          182.55.244.0/24
  9874          182.55.245.0/24
 55430          182.55.246.0/24
  9874          182.55.247.0/24
 55430          182.55.248.0/21
  9874          182.55.248.0/24
  9874          182.55.249.0/24
 55430          182.55.250.0/24
 55430          182.55.251.0/24
 55430          182.55.252.0/24
 55430          182.55.253.0/24
 55430          182.55.254.0/24
 55430          182.55.255.0/24
 17813          182.56.0.0/14
 17813          182.56.0.0/16
 17813          182.56.0.0/17
 17813          182.56.128.0/17
 17813          182.57.0.0/16
 17813          182.57.0.0/17
 17813          182.57.128.0/17
 17813          182.58.0.0/16
 17813          182.58.0.0/17
 17813          182.58.128.0/17
 17813          182.59.0.0/16
 17813          182.59.128.0/17
 17813          182.60.0.0/16
 17813          182.60.0.0/17
 17813          182.60.128.0/17
 17813          182.60.224.0/19
  4818          182.62.0.0/15
 24560          182.64.0.0/20
 24560          182.64.16.0/20
 24560          182.64.32.0/19
 24560          182.64.64.0/21
 24560          182.64.72.0/21
 24560          182.64.80.0/21
 24560          182.64.88.0/21
 24560          182.64.96.0/21
 24560          182.64.104.0/21
 24560          182.64.112.0/22
 24560          182.64.116.0/22
 24560          182.64.120.0/21
 24560          182.64.128.0/20
 24560          182.64.144.0/20
 24560          182.64.160.0/20
 24560          182.64.176.0/21
 24560          182.64.184.0/21
 24560          182.64.192.0/20
 24560          182.64.208.0/20
 24560          182.64.224.0/24
 24560          182.64.225.0/24
 24560          182.64.226.0/23
 24560          182.64.228.0/22
 24560          182.64.232.0/22
 24560          182.64.236.0/23
 24560          182.64.238.0/24
 24560          182.64.239.0/24
 24560          182.64.240.0/20
 24560          182.65.0.0/24
 24560          182.65.1.0/24
 24560          182.65.7.0/24
 24560          182.65.8.0/21
 24560          182.65.16.0/20
 24560          182.65.32.0/20
 24560          182.65.48.0/20
 24560          182.65.48.0/21
 24560          182.65.64.0/18
 24560          182.65.64.0/20
 24560          182.65.128.0/17
 24560          182.65.168.0/21
 24560          182.65.176.0/20
 24560          182.65.192.0/20
 24560          182.65.208.0/20
 24560          182.65.224.0/21
 24560          182.65.232.0/21
 24560          182.65.240.0/21
 24560          182.65.248.0/21
 45609          182.66.0.0/20
 45609          182.66.16.0/20
 45609          182.66.32.0/20
 45609          182.66.48.0/20
 45609          182.66.64.0/20
 45609          182.66.80.0/20
 45609          182.66.96.0/20
 45609          182.66.112.0/20
 45609          182.66.128.0/20
 45609          182.66.144.0/20
 45609          182.66.160.0/20
 45609          182.66.176.0/20
 45609          182.66.192.0/20
 45609          182.66.208.0/20
 45609          182.66.224.0/20
 45609          182.66.240.0/20
 45609          182.67.0.0/16
 24560          182.68.0.0/20
 24560          182.68.16.0/21
 24560          182.68.24.0/21
 24560          182.68.32.0/21
 24560          182.68.40.0/22
 24560          182.68.44.0/22
 24560          182.68.48.0/20
 24560          182.68.64.0/18
 24560          182.68.128.0/20
 24560          182.68.144.0/21
 24560          182.68.152.0/21
 24560          182.68.160.0/20
 24560          182.68.176.0/20
 24560          182.68.192.0/20
 24560          182.68.208.0/20
 24560          182.68.224.0/20
 24560          182.68.240.0/20
 24560          182.69.0.0/21
 24560          182.69.8.0/21
 24560          182.69.16.0/20
 24560          182.69.32.0/20
 24560          182.69.48.0/20
 24560          182.69.64.0/20
 24560          182.69.80.0/20
 24560          182.69.96.0/20
 24560          182.69.112.0/21
 24560          182.69.120.0/21
 24560          182.69.128.0/18
 24560          182.69.128.0/19
 24560          182.69.144.0/23
 24560          182.69.146.0/23
 24560          182.69.192.0/20
 24560          182.69.208.0/20
 24560          182.69.224.0/20
 24560          182.69.240.0/20
 24560          182.70.0.0/20
 24560          182.70.16.0/20
 24560          182.70.32.0/20
 24560          182.70.48.0/20
 24560          182.70.64.0/20
 24560          182.70.80.0/20
 24560          182.70.96.0/20
 24560          182.70.112.0/20
 24560          182.70.128.0/20
 24560          182.70.144.0/20
 24560          182.70.160.0/20
 24560          182.70.160.0/21
 24560          182.70.168.0/21
 24560          182.70.176.0/21
 24560          182.70.184.0/21
 24560          182.70.192.0/21
 24560          182.70.200.0/21
 24560          182.70.208.0/22
 24560          182.70.212.0/23
 24560          182.70.214.0/24
 24560          182.70.215.0/24
 24560          182.70.216.0/21
 24560          182.70.224.0/21
 24560          182.70.232.0/21
 24560          182.70.240.0/22
 24560          182.70.244.0/22
 24560          182.70.248.0/22
  9498          182.71.0.0/16
  9498          182.71.0.0/24
  9498          182.71.2.0/24
  9498          182.71.4.0/24
  9498          182.71.5.0/24
  9498          182.71.9.0/24
  9498          182.71.10.0/24
  9498          182.71.11.0/24
  9498          182.71.12.0/24
  9498          182.71.13.0/24
  9498          182.71.14.0/24
  9498          182.71.15.0/24
  9498          182.71.16.0/24
  9498          182.71.17.0/24
  9498          182.71.18.0/24
  9498          182.71.20.0/24
  9498          182.71.21.0/24
  9498          182.71.22.0/24
  9498          182.71.23.0/24
  9498          182.71.24.0/22
  9498          182.71.24.0/24
  9498          182.71.25.0/24
  9498          182.71.26.0/24
  9498          182.71.29.0/24
  9498          182.71.31.0/24
  9498          182.71.32.0/24
  9498          182.71.37.0/24
  9498          182.71.38.0/24
  9498          182.71.40.0/24
  9498          182.71.41.0/24
  9498          182.71.43.0/24
  9498          182.71.44.0/24
  9498          182.71.45.0/24
  9498          182.71.46.0/24
  9498          182.71.47.0/24
  9498          182.71.51.0/24
  9498          182.71.53.0/24
  9498          182.71.55.0/24
  9498          182.71.56.0/24
  9498          182.71.59.0/24
  9498          182.71.60.0/24
  9498          182.71.64.0/24
  9498          182.71.65.0/24
  9498          182.71.68.0/24
  9498          182.71.69.0/24
  9498          182.71.71.0/24
  9498          182.71.74.0/24
  9498          182.71.79.0/24
  9498          182.71.81.0/24
  9498          182.71.82.0/24
  9498          182.71.83.0/24
  9498          182.71.85.0/24
  9498          182.71.86.0/24
  9498          182.71.88.0/24
  9498          182.71.89.0/24
  9498          182.71.94.0/24
  9498          182.71.95.0/24
  9498          182.71.96.0/24
  9498          182.71.97.0/24
  9498          182.71.98.0/24
  9498          182.71.99.0/24
  9498          182.71.100.0/24
  9498          182.71.101.0/24
  9498          182.71.102.0/24
  9498          182.71.103.0/24
  9498          182.71.104.0/24
  9498          182.71.106.0/24
  9498          182.71.109.0/24
  9498          182.71.110.0/24
  9498          182.71.114.0/24
  9498          182.71.115.0/24
  9498          182.71.116.0/23
  9498          182.71.119.0/24
  9498          182.71.121.0/24
  9498          182.71.122.0/24
  9498          182.71.123.0/24
  9498          182.71.124.0/24
  9498          182.71.125.0/24
  9498          182.71.127.0/24
  9498          182.71.129.0/24
  9498          182.71.132.0/24
  9498          182.71.133.0/24
  9498          182.71.136.0/24
  9498          182.71.137.0/24
  9498          182.71.140.0/24
  9498          182.71.144.0/24
  9498          182.71.145.0/24
  9498          182.71.147.0/24
  9498          182.71.148.0/24
  9498          182.71.149.0/24
  9498          182.71.150.0/24
  9498          182.71.151.0/24
  9498          182.71.152.0/24
  9498          182.71.153.0/24
  9498          182.71.154.0/24
  9498          182.71.155.0/24
  9498          182.71.157.0/24
  9498          182.71.161.0/24
  9498          182.71.164.0/24
  9498          182.71.165.0/24
  9498          182.71.166.0/24
  9498          182.71.167.0/24
  9498          182.71.168.0/24
  9498          182.71.170.0/24
  9498          182.71.172.0/24
  9498          182.71.173.0/24
  9498          182.71.174.0/24
  9498          182.71.176.0/24
  9498          182.71.177.0/24
  9498          182.71.179.0/24
  9498          182.71.180.0/24
  9498          182.71.182.0/24
  9498          182.71.183.0/24
  9498          182.71.184.0/24
  9498          182.71.185.0/24
  9498          182.71.186.0/24
  9498          182.71.187.0/24
  9498          182.71.190.0/24
  9498          182.71.191.0/24
  9498          182.71.192.0/24
  9498          182.71.193.0/24
  9498          182.71.194.0/24
  9498          182.71.195.0/24
  9498          182.71.196.0/24
  9498          182.71.197.0/24
  9498          182.71.201.0/24
  9498          182.71.202.0/24
  9498          182.71.204.0/24
  9498          182.71.205.0/24
  9498          182.71.206.0/24
  9498          182.71.207.0/24
  9498          182.71.208.0/24
  9498          182.71.210.0/24
  9498          182.71.212.0/24
  9498          182.71.213.0/24
  9498          182.71.215.0/24
  9498          182.71.217.0/24
  9498          182.71.220.0/24
  9498          182.71.221.0/24
  9498          182.71.222.0/24
  9498          182.71.224.0/24
  9498          182.71.228.0/24
  9498          182.71.232.0/22
  9498          182.71.236.0/24
  9498          182.71.242.0/24
  9498          182.71.245.0/24
  9498          182.71.246.0/24
  9498          182.71.248.0/24
  9498          182.71.249.0/24
  9498          182.71.250.0/24
  9498          182.71.251.0/24
  9498          182.71.255.0/24
  9498          182.72.0.0/16
  9498          182.72.3.0/24
  9498          182.72.6.0/24
  9498          182.72.8.0/22
  9498          182.72.12.0/24
  9498          182.72.16.0/24
  9498          182.72.17.0/24
  9498          182.72.18.0/24
  9498          182.72.20.0/24
  9498          182.72.21.0/24
  9498          182.72.22.0/24
  9498          182.72.26.0/24
  9498          182.72.27.0/24
  9498          182.72.29.0/24
  9498          182.72.31.0/24
  9498          182.72.36.0/24
  9498          182.72.43.0/24
  9498          182.72.44.0/24
