APNIC Allocated Address Table
-----------------------------

Origin AS       Network
 45899          113.167.224.0/19
 45899          113.168.0.0/19
 45899          113.168.32.0/19
 45899          113.168.64.0/19
 45899          113.168.96.0/19
 45899          113.168.128.0/19
 45899          113.168.160.0/19
 45899          113.168.192.0/19
 45899          113.168.224.0/19
 45899          113.169.0.0/19
 45899          113.169.32.0/19
 45899          113.169.64.0/19
 45899          113.169.96.0/19
 45899          113.169.128.0/19
 45899          113.169.160.0/19
 45899          113.169.192.0/19
 45899          113.169.224.0/19
 45899          113.170.0.0/19
 45899          113.170.32.0/19
 45899          113.170.64.0/19
 45899          113.170.96.0/19
 45899          113.170.128.0/19
 45899          113.170.160.0/19
 45899          113.170.192.0/19
 45899          113.170.224.0/19
 45899          113.171.0.0/19
 45899          113.171.16.0/24
 45899          113.171.18.0/24
 45899          113.171.64.0/19
 45899          113.171.96.0/19
 45899          113.171.128.0/19
 45899          113.171.160.0/19
 45899          113.171.192.0/19
 45899          113.171.224.0/19
 45899          113.171.244.0/24
 45899          113.171.252.0/24
 45899          113.171.255.0/24
 45899          113.172.0.0/19
 45899          113.172.32.0/19
 45899          113.172.64.0/19
 45899          113.172.96.0/19
 45899          113.172.128.0/19
 45899          113.172.160.0/19
 45899          113.172.192.0/19
 45899          113.172.224.0/19
 45899          113.173.0.0/19
 45899          113.173.32.0/19
 45899          113.173.64.0/19
 45899          113.173.96.0/19
 45899          113.173.128.0/19
 45899          113.173.160.0/19
 45899          113.173.192.0/19
 45899          113.173.224.0/19
 45899          113.174.0.0/20
 45899          113.174.16.0/20
 45899          113.174.32.0/20
 45899          113.174.48.0/20
 45899          113.174.64.0/20
 45899          113.174.80.0/20
 45899          113.174.96.0/20
 45899          113.174.128.0/20
 45899          113.174.144.0/20
 45899          113.174.160.0/20
 45899          113.174.176.0/20
 45899          113.174.192.0/20
 45899          113.174.208.0/20
 45899          113.174.224.0/20
 45899          113.174.240.0/20
 45899          113.175.0.0/20
 45899          113.175.16.0/20
 45899          113.175.32.0/20
 45899          113.175.48.0/20
 45899          113.175.64.0/20
 45899          113.175.80.0/20
 45899          113.175.96.0/20
 45899          113.175.112.0/20
 45899          113.175.128.0/20
 45899          113.175.144.0/20
 45899          113.175.160.0/20
 45899          113.175.176.0/20
 45899          113.175.192.0/20
 45899          113.175.208.0/20
 45899          113.175.224.0/20
 45899          113.175.240.0/20
 45899          113.175.253.0/24
 45899          113.175.254.0/24
 45899          113.176.0.0/20
 45899          113.176.16.0/20
 45899          113.176.32.0/20
 45899          113.176.48.0/20
 45899          113.176.64.0/20
 45899          113.176.80.0/20
 45899          113.176.96.0/20
 45899          113.176.112.0/20
 45899          113.176.128.0/20
 45899          113.176.144.0/20
 45899          113.176.160.0/20
 45899          113.176.176.0/20
 45899          113.176.192.0/20
 45899          113.177.0.0/20
 45899          113.177.16.0/20
 45899          113.177.32.0/20
 45899          113.177.48.0/20
 45899          113.177.64.0/20
 45899          113.177.80.0/20
 45899          113.177.96.0/20
 45899          113.177.112.0/20
 45899          113.177.128.0/20
 45899          113.177.144.0/20
 45899          113.178.0.0/19
 45899          113.178.32.0/19
 45899          113.178.64.0/19
 45899          113.178.96.0/19
 45899          113.179.0.0/19
 45899          113.179.32.0/19
 45899          113.179.64.0/19
 45899          113.179.96.0/19
 45899          113.179.224.0/19
 45899          113.180.0.0/20
 45899          113.180.64.0/20
 45899          113.180.80.0/20
 45899          113.180.96.0/20
 45899          113.180.112.0/20
 45899          113.180.128.0/20
 45899          113.181.0.0/19
 45899          113.181.32.0/19
 45899          113.181.64.0/19
 45899          113.181.96.0/19
 45899          113.181.128.0/19
 45899          113.181.160.0/19
 45899          113.181.192.0/19
 45899          113.181.224.0/19
 45899          113.182.0.0/19
 45899          113.182.32.0/19
 45899          113.182.64.0/19
 45899          113.182.96.0/19
 45899          113.182.128.0/19
 45899          113.182.160.0/19
 45899          113.182.192.0/19
 45899          113.182.224.0/19
 45899          113.184.0.0/19
 45899          113.184.32.0/19
 45899          113.184.64.0/19
 45899          113.184.96.0/19
 45899          113.184.128.0/19
 45899          113.184.160.0/19
 45899          113.184.192.0/19
 45899          113.184.224.0/19
 45899          113.185.0.0/21
 45899          113.185.8.0/21
 45899          113.185.16.0/21
 45899          113.186.0.0/19
 45899          113.186.32.0/19
 45899          113.186.64.0/19
 45899          113.186.96.0/19
 45899          113.186.128.0/19
 45899          113.186.160.0/19
 45899          113.186.192.0/19
 45899          113.186.224.0/19
 45899          113.187.0.0/20
 45899          113.187.0.0/21
 45899          113.187.8.0/21
 45899          113.187.16.0/20
 45899          113.187.16.0/21
 45899          113.187.24.0/21
 45899          113.188.0.0/19
 45899          113.188.32.0/19
 45899          113.188.64.0/19
 45899          113.188.96.0/19
 45899          113.188.128.0/19
 45899          113.188.160.0/19
 45899          113.188.192.0/19
 45899          113.188.224.0/19
 45899          113.189.0.0/19
 45899          113.189.32.0/19
 45899          113.189.64.0/19
 45899          113.189.96.0/19
 45899          113.189.128.0/19
 45899          113.189.160.0/19
 45899          113.189.192.0/19
 45899          113.189.224.0/19
 45899          113.190.0.0/19
 45899          113.190.32.0/19
 45899          113.190.64.0/19
 45899          113.190.96.0/19
 45899          113.190.128.0/19
 45899          113.190.160.0/19
 45899          113.190.192.0/19
 45899          113.190.224.0/19
 45896          113.191.0.0/19
 45896          113.191.0.0/24
 45896          113.191.1.0/24
 45896          113.191.2.0/24
 45896          113.191.3.0/24
 45896          113.191.4.0/24
 45896          113.191.5.0/24
 45896          113.191.6.0/24
 45896          113.191.7.0/24
 45896          113.191.8.0/24
 45896          113.191.9.0/24
 45896          113.191.10.0/24
 45896          113.191.11.0/24
 45896          113.191.12.0/24
 45896          113.191.13.0/24
 45896          113.191.14.0/24
 45896          113.191.15.0/24
 45896          113.191.16.0/24
 45896          113.191.17.0/24
 45896          113.191.18.0/24
 45896          113.191.19.0/24
 45896          113.191.20.0/24
 45896          113.191.21.0/24
 45896          113.191.22.0/24
 45896          113.191.23.0/24
 45896          113.191.24.0/24
 45896          113.191.25.0/24
 45896          113.191.26.0/24
 45896          113.191.27.0/24
 45896          113.191.28.0/24
 45896          113.191.29.0/24
 45896          113.191.30.0/24
 45896          113.191.31.0/24
 45899          113.191.32.0/22
 45899          113.191.36.0/23
 45899          113.191.248.0/24
 45899          113.191.249.0/24
 45899          113.191.250.0/24
 45899          113.191.251.0/24
 45899          113.191.252.0/24
 45899          113.191.253.0/24
 45899          113.191.254.0/24
 45899          113.191.255.0/24
 17920          113.192.0.0/18
 17920          113.192.56.0/21
 45361          113.192.64.0/18
 45361          113.192.64.0/19
 45361          113.192.64.0/21
 45361          113.192.72.0/21
 45361          113.192.80.0/21
 45361          113.192.88.0/21
 45361          113.192.96.0/19
 45361          113.192.96.0/21
 45361          113.192.104.0/21
 45361          113.192.112.0/21
 45361          113.192.120.0/21
  7514          113.192.128.0/17
 45528          113.193.0.0/24
 45528          113.193.1.0/24
 45528          113.193.2.0/24
 45528          113.193.3.0/24
 45528          113.193.4.0/24
 45528          113.193.5.0/24
 45528          113.193.6.0/24
 45528          113.193.7.0/24
 45528          113.193.8.0/24
 45528          113.193.9.0/24
 45528          113.193.10.0/24
 45528          113.193.11.0/24
 45528          113.193.12.0/24
 45528          113.193.13.0/24
 45528          113.193.14.0/24
 45528          113.193.15.0/24
 45528          113.193.16.0/23
 45528          113.193.16.0/24
 45528          113.193.18.0/24
 45528          113.193.19.0/24
 45528          113.193.20.0/24
 45528          113.193.21.0/24
 45528          113.193.22.0/24
 45528          113.193.23.0/24
 45528          113.193.24.0/24
 45528          113.193.25.0/24
 45528          113.193.26.0/24
 45528          113.193.27.0/24
 45528          113.193.28.0/24
 45528          113.193.29.0/24
 45528          113.193.30.0/24
 45528          113.193.31.0/24
 45528          113.193.32.0/21
 45528          113.193.32.0/24
 45528          113.193.33.0/24
 45528          113.193.34.0/24
 45528          113.193.35.0/24
 45528          113.193.36.0/24
 45528          113.193.37.0/24
 45528          113.193.38.0/24
 45528          113.193.39.0/24
 45528          113.193.40.0/24
 45528          113.193.41.0/24
 45528          113.193.42.0/24
 45528          113.193.43.0/24
 45528          113.193.44.0/24
 45528          113.193.45.0/24
 45528          113.193.46.0/24
 45528          113.193.47.0/24
 45528          113.193.48.0/22
 45528          113.193.48.0/24
 45528          113.193.49.0/24
 45528          113.193.50.0/24
 45528          113.193.51.0/24
 45528          113.193.52.0/22
 45528          113.193.52.0/24
 45528          113.193.56.0/22
 45528          113.193.56.0/24
 45528          113.193.60.0/22
 45528          113.193.60.0/24
 45528          113.193.64.0/21
 45528          113.193.64.0/24
 45528          113.193.65.0/24
 45528          113.193.66.0/24
 45528          113.193.67.0/24
 45528          113.193.68.0/24
 45528          113.193.69.0/24
 45528          113.193.70.0/24
 45528          113.193.71.0/24
 45528          113.193.72.0/22
 45528          113.193.72.0/24
 45528          113.193.73.0/24
 45528          113.193.74.0/24
 45528          113.193.75.0/24
 45528          113.193.76.0/24
 45528          113.193.77.0/24
 45528          113.193.78.0/24
 45528          113.193.80.0/21
 45528          113.193.80.0/24
 45528          113.193.81.0/24
 45528          113.193.82.0/24
 45528          113.193.83.0/24
 45528          113.193.84.0/24
 45528          113.193.85.0/24
 45528          113.193.86.0/24
 45528          113.193.87.0/24
 45528          113.193.88.0/22
 45528          113.193.88.0/24
 45528          113.193.89.0/24
 45528          113.193.90.0/24
 45528          113.193.91.0/24
 45528          113.193.92.0/23
 45528          113.193.92.0/24
 45528          113.193.93.0/24
 45528          113.193.94.0/24
 45528          113.193.95.0/24
 45528          113.193.96.0/21
 45528          113.193.96.0/22
 45528          113.193.96.0/23
 45528          113.193.96.0/24
 45528          113.193.97.0/24
 45528          113.193.98.0/24
 45528          113.193.99.0/24
 45528          113.193.100.0/24
 45528          113.193.101.0/24
 45528          113.193.102.0/24
 45528          113.193.103.0/24
 45528          113.193.104.0/21
 45528          113.193.104.0/24
 45528          113.193.105.0/24
 45528          113.193.106.0/24
 45528          113.193.107.0/24
 45528          113.193.108.0/24
 45528          113.193.109.0/24
 45528          113.193.110.0/24
 45528          113.193.111.0/24
 45528          113.193.112.0/21
 45528          113.193.112.0/22
 45528          113.193.112.0/24
 45528          113.193.113.0/24
 45528          113.193.114.0/24
 45528          113.193.116.0/22
 45528          113.193.116.0/24
 45528          113.193.117.0/24
 45528          113.193.118.0/24
 45528          113.193.119.0/24
 45528          113.193.120.0/22
 45528          113.193.120.0/24
 45528          113.193.121.0/24
 45528          113.193.122.0/24
 45528          113.193.123.0/24
 45528          113.193.124.0/23
 45528          113.193.124.0/24
 45528          113.193.125.0/24
 45528          113.193.126.0/24
 45528          113.193.127.0/24
 45528          113.193.128.0/21
 45528          113.193.128.0/24
 45528          113.193.130.0/24
 45528          113.193.131.0/24
 45528          113.193.132.0/24
 45528          113.193.133.0/24
 45528          113.193.134.0/24
 45528          113.193.136.0/22
 45528          113.193.136.0/24
 45528          113.193.137.0/24
 45528          113.193.138.0/24
 45528          113.193.139.0/24
 45528          113.193.140.0/23
 45528          113.193.140.0/24
 45528          113.193.141.0/24
 45528          113.193.142.0/23
 45528          113.193.142.0/24
 45528          113.193.143.0/24
 45528          113.193.144.0/21
 45528          113.193.145.0/24
 45528          113.193.146.0/24
 45528          113.193.147.0/24
 45528          113.193.148.0/24
 45528          113.193.149.0/24
 45528          113.193.150.0/24
 45528          113.193.151.0/24
 45528          113.193.152.0/24
 45528          113.193.153.0/24
 45528          113.193.154.0/24
 45528          113.193.156.0/23
 45528          113.193.156.0/24
 45528          113.193.157.0/24
 45528          113.193.158.0/24
 45528          113.193.159.0/24
 45528          113.193.160.0/21
 45528          113.193.160.0/23
 45528          113.193.160.0/24
 45528          113.193.161.0/24
 45528          113.193.162.0/23
 45528          113.193.162.0/24
 45528          113.193.163.0/24
 45528          113.193.164.0/23
 45528          113.193.164.0/24
 45528          113.193.165.0/24
 45528          113.193.166.0/23
 45528          113.193.166.0/24
 45528          113.193.167.0/24
 45528          113.193.168.0/23
 45528          113.193.168.0/24
 45528          113.193.169.0/24
 45528          113.193.171.0/24
 45528          113.193.172.0/24
 45528          113.193.173.0/24
 45528          113.193.174.0/24
 45528          113.193.175.0/24
 45528          113.193.176.0/24
 45528          113.193.177.0/24
 45528          113.193.178.0/24
 45528          113.193.179.0/24
 45528          113.193.180.0/23
 45528          113.193.180.0/24
 45528          113.193.181.0/24
 45528          113.193.182.0/23
 45528          113.193.182.0/24
 45528          113.193.183.0/24
 45528          113.193.184.0/23
 45528          113.193.184.0/24
 45528          113.193.185.0/24
 45528          113.193.186.0/24
 45528          113.193.187.0/24
 45528          113.193.188.0/23
 45528          113.193.190.0/24
 45528          113.193.191.0/24
 45528          113.193.192.0/20
 45528          113.193.192.0/23
 45528          113.193.192.0/24
 45528          113.193.193.0/24
 45528          113.193.194.0/23
 45528          113.193.194.0/24
 45528          113.193.195.0/24
 45528          113.193.196.0/23
 45528          113.193.196.0/24
 45528          113.193.197.0/24
 45528          113.193.198.0/23
 45528          113.193.198.0/24
 45528          113.193.199.0/24
 45528          113.193.200.0/24
 45528          113.193.201.0/24
 45528          113.193.202.0/23
 45528          113.193.202.0/24
 45528          113.193.203.0/24
 45528          113.193.204.0/23
 45528          113.193.204.0/24
 45528          113.193.205.0/24
 45528          113.193.206.0/23
 45528          113.193.206.0/24
 45528          113.193.207.0/24
 45528          113.193.208.0/23
 45528          113.193.208.0/24
 45528          113.193.209.0/24
 45528          113.193.210.0/23
 45528          113.193.210.0/24
 45528          113.193.211.0/24
 45528          113.193.212.0/23
 45528          113.193.212.0/24
 45528          113.193.213.0/24
 45528          113.193.214.0/24
 45528          113.193.215.0/24
 45528          113.193.216.0/24
 45528          113.193.217.0/24
 45528          113.193.218.0/24
 45528          113.193.219.0/24
 45528          113.193.220.0/24
 45528          113.193.221.0/24
 45528          113.193.222.0/24
 45528          113.193.223.0/24
 45528          113.193.224.0/24
 45528          113.193.225.0/24
 45528          113.193.226.0/24
 45528          113.193.227.0/24
 45528          113.193.228.0/24
 45528          113.193.229.0/24
 45528          113.193.230.0/24
 45528          113.193.231.0/24
 45528          113.193.232.0/24
 45528          113.193.233.0/24
 45528          113.193.234.0/24
 45528          113.193.235.0/24
 45528          113.193.236.0/24
 45528          113.193.237.0/24
 45528          113.193.238.0/24
 45528          113.193.239.0/24
 45528          113.193.240.0/24
 45528          113.193.241.0/24
 45528          113.193.242.0/24
 45528          113.193.243.0/24
 45528          113.193.244.0/24
 45528          113.193.245.0/24
 45528          113.193.246.0/24
 45528          113.193.247.0/24
 45528          113.193.248.0/24
 45528          113.193.249.0/24
 45528          113.193.250.0/24
 45528          113.193.251.0/24
 45528          113.193.252.0/24
 45528          113.193.253.0/24
 45528          113.193.254.0/24
 45528          113.193.255.0/24
  4837          113.194.0.0/15
  9919          113.196.0.0/16
  9919          113.196.0.0/17
  9919          113.196.0.0/18
  9919          113.196.0.0/19
  9919          113.196.16.0/20
  9919          113.196.32.0/19
  9919          113.196.32.0/22
  9919          113.196.34.0/23
  9919          113.196.50.0/24
  9919          113.196.51.0/24
  9919          113.196.54.0/23
  9919          113.196.56.0/23
  9919          113.196.58.0/23
  9919          113.196.59.0/24
  9919          113.196.61.0/24
  9919          113.196.64.0/18
  9919          113.196.64.0/19
  9919          113.196.64.0/24
  9919          113.196.66.0/24
  9919          113.196.69.0/24
  9919          113.196.70.0/23
  9919          113.196.71.0/24
  9919          113.196.74.0/24
  9919          113.196.76.0/23
  9919          113.196.78.0/23
  9919          113.196.82.0/23
  9919          113.196.84.0/23
  9919          113.196.88.0/23
  9919          113.196.96.0/19
  9919          113.196.96.0/24
  9919          113.196.99.0/24
  9919          113.196.109.0/24
 45474          113.196.111.0/24
  9919          113.196.114.0/23
  9919          113.196.128.0/17
  9919          113.196.128.0/18
  9919          113.196.128.0/19
  9919          113.196.128.0/24
  9919          113.196.130.0/24
  9919          113.196.133.0/24
  9919          113.196.136.0/23
  9919          113.196.144.0/21
  9919          113.196.158.0/24
  9919          113.196.160.0/19
  9919          113.196.160.0/23
  9919          113.196.164.0/23
  9919          113.196.169.0/24
  9919          113.196.171.0/24
  9919          113.196.176.0/22
  9919          113.196.177.0/24
  9919          113.196.180.0/22
  9919          113.196.184.0/21
  9919          113.196.192.0/18
  9919          113.196.192.0/19
  9919          113.196.192.0/20
  9919          113.196.208.0/20
  9919          113.196.224.0/19
  9919          113.196.228.0/23
  9919          113.196.230.0/24
  9919          113.196.232.0/23
  9919          113.196.236.0/23
  9919          113.196.238.0/24
  9919          113.196.239.0/24
  9919          113.196.243.0/24
  7575          113.197.0.0/20
  7575          113.197.3.0/24
 18134          113.197.16.0/20
 38532          113.197.32.0/21
  4725          113.197.40.0/21
 23888          113.197.48.0/22
 23888          113.197.52.0/23
 23888          113.197.54.0/24
 23888          113.197.55.0/24
  7672          113.197.56.0/21
 38451          113.197.64.0/24
 38451          113.197.65.0/24
 38451          113.197.66.0/24
 38451          113.197.67.0/24
 56017          113.197.68.0/22
 56017          113.197.68.0/23
 56017          113.197.70.0/23
 45560          113.197.73.0/24
 45474          113.197.76.0/24
 45474          113.197.77.0/24
 45372          113.197.80.0/20
 45372          113.197.88.0/21
 45372          113.197.91.0/24
 23456          113.197.96.0/22
 55956          113.197.101.0/24
 55956          113.197.103.0/24
 55699          113.197.108.0/24
 55699          113.197.109.0/24
 55699          113.197.110.0/24
 55699          113.197.111.0/24
 38260          113.197.112.0/20
 38260          113.197.112.0/23
 38260          113.197.113.0/24
 38260          113.197.114.0/24
 38260          113.197.115.0/24
 38260          113.197.116.0/24
 38260          113.197.118.0/24
 38260          113.197.120.0/24
 38260          113.197.121.0/24
 38260          113.197.122.0/24
 38260          113.197.123.0/24
 38260          113.197.124.0/24
 38260          113.197.125.0/24
 38260          113.197.126.0/24
  2497          113.197.128.0/17
  4766          113.198.0.0/20
  4766          113.198.16.0/21
  4766          113.198.24.0/22
  4766          113.198.28.0/23
  7560          113.198.32.0/19
  7560          113.198.64.0/21
  3786          113.198.74.0/23
  3786          113.198.76.0/23
  3786          113.198.78.0/23
  3786          113.198.80.0/21
  3786          113.198.88.0/22
  4766          113.198.92.0/24
  4766          113.198.93.0/24
 55622          113.198.94.0/24
 55622          113.198.95.0/24
 55622          113.198.96.0/24
 55622          113.198.97.0/24
 55622          113.198.98.0/24
  9459          113.198.100.0/24
  9459          113.198.101.0/24
  9459          113.198.102.0/24
  9459          113.198.103.0/24
  9459          113.198.104.0/24
 18158          113.198.134.0/23
 18158          113.198.136.0/21
 18158          113.198.144.0/22
 18158          113.198.148.0/23
  4766          113.198.151.0/24
  4766          113.198.152.0/22
  4766          113.198.156.0/23
 18026          113.198.160.0/21
 18026          113.198.168.0/22
 18158          113.198.176.0/22
 18158          113.198.180.0/24
 18176          113.198.184.0/21
 18337          113.198.192.0/24
 18337          113.198.193.0/24
 18337          113.198.194.0/24
  4766          113.198.195.0/24
 18337          113.198.196.0/24
 18337          113.198.197.0/24
 18337          113.198.198.0/24
 18337          113.198.201.0/24
 18337          113.198.202.0/24
 18176          113.198.208.0/21
 18176          113.198.216.0/22
  9870          113.198.221.0/24
  9870          113.198.222.0/23
  9870          113.198.222.0/24
  9870          113.198.223.0/24
  9870          113.198.224.0/19
  9870          113.198.224.0/20
  9870          113.198.240.0/20
 17608          113.199.0.0/17
 17608          113.199.0.0/21
 17608          113.199.8.0/21
 17608          113.199.16.0/21
 17608          113.199.24.0/21
 17608          113.199.32.0/21
 17608          113.199.40.0/21
 17608          113.199.48.0/21
 17608          113.199.56.0/21
 17608          113.199.64.0/21
 17608          113.199.72.0/21
 17608          113.199.80.0/21
 17608          113.199.88.0/21
 17608          113.199.96.0/21
 17608          113.199.104.0/21
 17608          113.199.112.0/21
 17608          113.199.120.0/21
 23752          113.199.128.0/17
 23752          113.199.128.0/18
 23752          113.199.128.0/19
 23752          113.199.128.0/20
 23752          113.199.128.0/21
 23752          113.199.144.0/20
 23752          113.199.144.0/21
 23752          113.199.144.0/22
 23752          113.199.160.0/19
 23752          113.199.160.0/20
 23752          113.199.160.0/21
 23752          113.199.160.0/22
 23752          113.199.160.0/23
 23752          113.199.162.0/23
 23752          113.199.164.0/23
 23752          113.199.166.0/23
 23752          113.199.168.0/21
 23752          113.199.172.0/22
 23752          113.199.192.0/18
 23752          113.199.192.0/20
 23752          113.199.192.0/21
 23752          113.199.200.0/21
 23752          113.199.208.0/20
 23752          113.199.208.0/21
 23752          113.199.208.0/22
 23752          113.199.212.0/22
 23752          113.199.216.0/21
 23752          113.199.224.0/19
 23752          113.199.224.0/20
 23752          113.199.224.0/21
 23752          113.199.232.0/21
 23752          113.199.240.0/20
 23752          113.199.240.0/21
 23752          113.199.255.0/24
  4837          113.200.0.0/15
 45577          113.203.0.0/18
 23456          113.203.64.0/18
  9387          113.203.128.0/18
  9387          113.203.192.0/20
  9387          113.203.208.0/22
  9387          113.203.212.0/22
  9387          113.203.216.0/21
 23456          113.203.224.0/24
 23456          113.203.225.0/24
 23456          113.203.226.0/24
 23456          113.203.227.0/24
 23456          113.203.228.0/24
 23456          113.203.229.0/24
 23456          113.203.230.0/24
 23456          113.203.231.0/24
  9387          113.203.232.0/22
  9387          113.203.236.0/22
 38193          113.203.240.0/22
  9387          113.203.244.0/22
 38713          113.203.248.0/24
 38713          113.203.249.0/24
 38713          113.203.250.0/24
  9387          113.203.251.0/24
 23456          113.203.252.0/22
  4837          113.204.0.0/14
  9929          113.207.128.0/17
  9929          113.207.128.0/18
  9929          113.207.192.0/18
 17950          113.208.0.0/18
 45572          113.208.64.0/23
 45572          113.208.65.0/24
 38176          113.208.66.0/24
 38176          113.208.67.0/24
 59342          113.208.68.0/22
 59342          113.208.68.0/24
 23456          113.208.72.0/23
 23456          113.208.75.0/24
 24399          113.208.80.0/24
 24399          113.208.81.0/24
 24399          113.208.82.0/24
 24399          113.208.83.0/24
 24399          113.208.84.0/24
 24399          113.208.85.0/24
 24399          113.208.86.0/24
 24399          113.208.87.0/24
 45572          113.208.88.0/21
 45572          113.208.92.0/24
 45572          113.208.95.0/24
 24147          113.208.96.0/20
  4808          113.208.112.0/22
  4808          113.208.116.0/22
  4847          113.208.128.0/22
 24147          113.208.130.0/23
  4847          113.208.136.0/21
 24147          113.208.140.0/22
  4847          113.209.0.0/16
  4808          113.209.0.0/17
  4808          113.209.128.0/18
  4808          113.209.192.0/22
  9534          113.210.0.0/15
  9534          113.210.0.0/16
  9534          113.210.8.0/22
  9534          113.210.12.0/22
  9534          113.210.16.0/21
  9534          113.210.24.0/21
  9534          113.210.32.0/22
  9534          113.210.36.0/22
  9534          113.210.42.0/24
  9534          113.210.43.0/24
  9534          113.210.136.0/22
  9534          113.210.140.0/22
  9534          113.210.144.0/21
  9534          113.210.152.0/21
  9534          113.210.160.0/22
  9534          113.210.164.0/22
  9534          113.210.170.0/24
  9534          113.210.171.0/24
  9534          113.211.0.0/16
 24147          113.212.0.0/18
 27524          113.212.64.0/19
 40193          113.212.64.0/23
 63157          113.212.64.0/24
 40193          113.212.65.0/24
 23005          113.212.66.0/23
 45570          113.212.96.0/24
 45570          113.212.97.0/24
 45570          113.212.98.0/24
 45570          113.212.99.0/24
 23818          113.212.104.0/24
 10013          113.212.105.0/24
 23818          113.212.106.0/23
 23818          113.212.106.0/24
 23818          113.212.107.0/24
 45294          113.212.112.0/24
 45294          113.212.113.0/24
 45294          113.212.114.0/24
 45294          113.212.116.0/24
 45294          113.212.117.0/24
 45294          113.212.118.0/24
 45294          113.212.119.0/24
 45294          113.212.120.0/23
 45294          113.212.120.0/24
 45294          113.212.121.0/24
 45294          113.212.122.0/24
 45294          113.212.123.0/24
 45294          113.212.124.0/24
 45294          113.212.126.0/24
 45294          113.212.127.0/24
 56291          113.212.128.0/19
 45295          113.212.160.0/24
 45295          113.212.161.0/24
 45295          113.212.162.0/24
 45295          113.212.163.0/24
 45295          113.212.164.0/24
 45295          113.212.165.0/24
 45295          113.212.166.0/24
 45654          113.212.168.0/21
 45578          113.212.176.0/23
 45578          113.212.176.0/24
 45578          113.212.177.0/24
 45578          113.212.178.0/24
 45578          113.212.179.0/24
 45578          113.212.180.0/24
 45578          113.212.181.0/24
 45560          113.212.182.0/24
 45578          113.212.183.0/24
 10098          113.212.192.0/18
 10098          113.212.204.0/24
 10098          113.212.216.0/24
 10098          113.212.217.0/24
 10098          113.212.218.0/24
 10098          113.212.219.0/24
 10098          113.212.224.0/24
 10098          113.212.225.0/24
 10098          113.212.228.0/24
 10098          113.212.230.0/24
 10098          113.212.231.0/24
 10098          113.212.232.0/24
  4837          113.213.0.0/18
  4837          113.213.64.0/19
  4837          113.213.96.0/20
  4725          113.213.192.0/19
  4725          113.213.224.0/20
 10013          113.213.240.0/23
 10013          113.213.242.0/23
 10013          113.213.244.0/22
 10013          113.213.248.0/21
 24139          113.214.0.0/15
 24139          113.214.0.0/16
 24139          113.215.0.0/16
 24139          113.215.0.0/19
 24139          113.215.32.0/19
 24139          113.215.64.0/19
 24139          113.215.96.0/19
 24139          113.215.128.0/19
 24139          113.215.160.0/19
 24139          113.215.192.0/19
 24139          113.215.224.0/19
  4812          113.215.248.0/21
  9644          113.216.0.0/15
  9644          113.217.128.0/24
  9644          113.217.129.0/24
  9644          113.217.130.0/24
  9644          113.217.131.0/24
  9644          113.217.132.0/24
  9644          113.217.133.0/24
  9644          113.217.134.0/24
  9644          113.217.135.0/24
  9644          113.217.136.0/24
  9644          113.217.137.0/24
  9644          113.217.138.0/24
  9644          113.217.139.0/24
  9644          113.217.140.0/24
  9644          113.217.141.0/24
  9644          113.217.142.0/24
  9644          113.217.143.0/24
  9644          113.217.144.0/24
  9644          113.217.145.0/24
  9644          113.217.146.0/24
  9644          113.217.147.0/24
  9644          113.217.148.0/24
  9644          113.217.149.0/24
  9644          113.217.150.0/24
  9644          113.217.151.0/24
  9644          113.217.152.0/24
  9644          113.217.153.0/24
  9644          113.217.154.0/24
  9644          113.217.155.0/24
  9644          113.217.156.0/24
  9644          113.217.157.0/24
  9644          113.217.158.0/24
  9644          113.217.159.0/24
  9644          113.217.160.0/24
  9644          113.217.161.0/24
  9644          113.217.162.0/24
  9644          113.217.163.0/24
  9644          113.217.164.0/24
  9644          113.217.165.0/24
  9644          113.217.166.0/24
  9644          113.217.167.0/24
  9644          113.217.168.0/24
  9644          113.217.169.0/24
  9644          113.217.170.0/24
  9644          113.217.171.0/24
  9644          113.217.172.0/24
  9644          113.217.173.0/24
  9644          113.217.174.0/24
  9644          113.217.175.0/24
  9644          113.217.176.0/24
  9644          113.217.177.0/24
  9644          113.217.178.0/24
  9644          113.217.179.0/24
  9644          113.217.180.0/24
  9644          113.217.181.0/24
  9644          113.217.182.0/24
  9644          113.217.183.0/24
  9644          113.217.184.0/24
  9644          113.217.185.0/24
  9644          113.217.186.0/24
  9644          113.217.187.0/24
  9644          113.217.188.0/24
  9644          113.217.189.0/24
  9644          113.217.190.0/24
  9644          113.217.191.0/24
  9644          113.217.192.0/24
  9644          113.217.193.0/24
  9644          113.217.194.0/24
  9644          113.217.195.0/24
  9644          113.217.196.0/24
  9644          113.217.197.0/24
  9644          113.217.198.0/24
  9644          113.217.199.0/24
  9644          113.217.200.0/24
  9644          113.217.201.0/24
  9644          113.217.202.0/24
  9644          113.217.203.0/24
  9644          113.217.204.0/24
  9644          113.217.205.0/24
  9644          113.217.206.0/24
  9644          113.217.207.0/24
  9644          113.217.208.0/24
  9644          113.217.209.0/24
  9644          113.217.210.0/24
  9644          113.217.211.0/24
  9644          113.217.212.0/24
  9644          113.217.213.0/24
  9644          113.217.214.0/24
  9644          113.217.215.0/24
  9644          113.217.216.0/24
  9644          113.217.217.0/24
  9644          113.217.218.0/24
  9644          113.217.219.0/24
